wiI7pd,comentarios_traducidos,polaridad,etiquetas_TB
nose para que publican un pto numero de telefono si los van a tener apagados,"terrible service
In the emergency it took 5 hours to attend to us everyone passes the blame deleted information doctors in a hurry negligence nobody knows",-1.0,negativo
a nombre de mi hijo mateo santamaría quién fue operado de apendicitis en éste hospital debo agradecer por el profesionalismo y el buen trato de que fue objeto en los días que permaneció en ese lugar,"the emergency service is bad the doctors think that someone wants to deceive or scam them the bad and derogatory treatment
However, upon entering the hospital, the care is excellent, better than",0.06000000000000005,positivo
"pésimo servicio
en emergencia se demoraron 5 horas en atendernos todos se pasan la culpa informaciones borradas doctores al apuro  negligencia nadie sabe",I didn't like my 5-month-old baby. I took her on Friday because she has a high fever and yesterday Saturday I also took her because she was still feverish and unwell and they told me that it's normal and they only sent her paracetamol and she's still sick.,-0.10085714285714287,negativo
buen trato al paciente  y a los familiares mi hermana estuvo bien atendida   creo que debería mejorar el flujo de información sobre las condiciones de los pacientes,"Thanks to the hard work of Rafel Correa, Ecuador has beautiful hospitals, schools in Miliños, medical centers, but now with Lasso there are no medicines.",0.18958333333333333,positivo
no me gusto ami bebe de 5 meses la lleve el viernes porque esta con mucha fiebre  y ayer sabado también la lleve porque seguia con fiebre  y con malestar  y me dicen que es algo normal y solo le mandaron paracetamol nada mas y sige mal,"Thanks to the hard work of Rafel Correa, Ecuador has beautiful hospitals, schools in Miliños, medical centers, but now with Lasso there are no medicines.",0.18958333333333333,positivo
primeramente buens dt n en el area de traumatologuia un medico no dire el nombre me iva a operar y no conocio el riesgo luego me entero q si me operaba me dejaba sin movilidad y otro mas bueno me mando terapia ni eso me mandon son,"good treatment of the patient and family members, my sister was well cared for. I think the flow of information about the patients' conditions should be improved.",0.7,positivo
gracias  al trabajo tesonero de rafel correa el ecuador tiene lindos hospitales escuelas del miliños centros médicos  pero ahora con lasso no hay medicinas,"It says it is one of the best hospitals for its infrastructure and they attend to emergencies in a tent in the parking lot. What kind of care is that? And when it rains, even the electricity goes out.",0.8,positivo
la mayor parte de enfermeras enfermeros licenciados en enfermería médicos no tienen ética profesional dan un pésimo servicio médico no les importa la vida de los pacientes hay muy pocos médicos y personal que hacen bien su función en el hospital es muy triste la situación que se vive en ese hospital,"Today, 01072019, I visited this hospital for the first time. The infrastructure is impressive, very modern. Unfortunately, in referrals, the staff has a good presence but treats members poorly. On the other hand, they sent me to another hospital.",0.1692857142857143,positivo
hoy 01072019 visité por primera vez este hospital  la infraestructura es impactante muy moderno lastimósamente en derivaciones un personal de presencia buena pero que trata mal a los afiliados por otra parte me enviaron a otra,"Most of the nurses, nurses with degrees in nursing, doctors do not have professional ethics, they provide a terrible medical service, they do not care about the lives of the patients, there are very few doctors and staff who do their job well in the hospital, the situation in the hospital is very sad. that hospital",-0.21833333333333335,negativo
mi  es que pregunten a cada rato por su familiar porque no te dicen nada mejor si puedes ni salgas de sala de espera y otra  la vr los guardias de ahí desconsiderados en la horas de la noche en todas horas pero ya ni modo toca aguantar por que es público,"My problem is that they ask about their family member all the time because they don't tell you anything better if you can, don't even leave the waiting room and the other thing is that the guards there are inconsiderate at night at all hours but there's no way you can put up with it because why? it's public",0.125,positivo
en este momento el apuntador está mal colocado pues está ubicado en las calles moraspungo y pinllopata junto al parque lineal del río machángara construido en un  área de 21860 m2,"At this moment the pointer is incorrectly placed because it is located on Moraspungo and Pinllopata streets next to the Machángara River Linear Park built in an area of ​​21,860 m2.",0.0,neutro
una hora disque cambio de turno y no asoma nadie éramos cuatro para atendernos y ya somos casi 30 ni un responsable ni una palabra,"One hour I called shift change and no one showed up, there were four of us to serve us and there are almost 30 of us, not one person in charge, not a word.",0.0,neutro
buena atención cuando se está agendado para agendar si es un problema porque todo está copado por la demanda que hay de atención,good attention when it is scheduled to schedule if it is a problem because everything is overwhelmed by the demand for attention,0.7,positivo
yo he asistido con estudiantes del colegio donde trabajo son hijos de afiliadosentran inmediatamente y toman signos vitales se espera un tiempo prudencial para que les atiendan y les hagan los procedimientosen mi opinion laatencion es muy buena,"I have assisted students from the school where I work, they are children of affiliates, they come in immediately and take vital signs, they wait a reasonable amount of time for them to be treated and have the procedures done. In my opinion, the care is very good.",0.4033333333333333,positivo
moderno hospital  en el sur de quito que ayuda a descongestionar la atención clinica de los afiliados del iess lo negativo es que falta personal de enfermeria y medicos especialistas pero la infraestructura es de primera,"Terrible attention, my father-in-law was admitted on Tuesday due to covid and to this day we don't know anything, no one gives information and my father-in-law doesn't have a telephone, we are all very worried, can someone tell me a number to find out how to make a claim or find out something about my father-in-law, thank you for this terrible service. must be reported",-0.48125,negativo
pésima atención mi suegro ingreso el martes por covid y hasta el día de hoy no sabems nada nadie da información y mi suegro no tiene teléfono todos estamos muy preocupados alguien me puede decir algún número para averiguar reclamar o saber algo de mi suegro gracias este pésimo servicio debe ser denunciado,"modern hospital in the south of Quito that helps decongest the clinical care of IESS members. The negative thing is that there is a lack of nursing staff and specialist doctors, but the infrastructure is first class.",0.05000000000000001,positivo
pésimo 7 horas para ser atendidos 1 solo medico,excellent service all the staff give good attention mainly the doctors,0.6222222222222222,positivo
excelente servicio todo el personal da una buena atención principalmente los médicos,"The number that is on the Google page is never answered, it is called and it closes automatically
the wait is too long even for the emergency",-0.05,negativo
como puede ser posible que estando con la mano fracturada le envíen a casa y no hagan el tramite para transferencia de inmediato muy mala atención,efficient,0.0,neutro
"el número que está en la página de google jamás contestan se llama y se cierra automáticamente
la espera es demasiada hasta para la emergencia","excellent service, blessings",1.0,positivo
eficiente,I had an appointment made 45 days ago and when I arrived they informed me that they rescheduled the appointments and mine was 20 days ago I was never informed the facilities are top notch,0.5,positivo
es un verdadero hospital de varias especialidades médicas y atienden muy bien,excellent hospital good service trained staff,0.85,positivo
excelente atención bendiciones,"Terrible 7 hours to be attended to, only 1 doctor",-0.5,negativo
excelente hospital buen servicio personal capacitado,"excellent service, they are considerate of the user, first-class infrastructure, it is the first appointment, zero user complaints",0.625,positivo
ten8a cita sacada hace 45 días y c7ando llegue me informaron que reagendaron las citas y la mía fue hace 20 días nunca fui informado las instalaciones son de primera,"The truth is that it is always on behalf of the nursing staff and assistants, although there is enough staff.",0.0,neutro
el servicio y trato al pacientejuegan con el dinero y sobre todo la vidavida  puede ser posible que una paciente entre por emergencia grave y no den una razón  se encuentra ya 5 horas,The service and treatment of the patient play with money and above all life. It may be possible that a patient comes in for a serious emergency and they don't give a reason and is already there for 5 hours.,-0.1111111111111111,negativo
excelente atención   tienen consideración con el usuario  infraestructura de primera es la primera cita   cero quejas del usuario,It is a real hospital with several medical specialties and they provide very good care.,0.27749999999999997,positivo
la verdad es que siempre  de parte de las y los señores de enfermería y auxiliares aunque hay suficiente personal,How is it possible that with a fractured hand they send him home and do not process the transfer immediately? Very poor service.,-0.26,negativo
atención pediátrica en emergencia excelente muy amables y eficientes los doctores en general el personal,"excellent pediatric emergency care, very friendly and efficient, the doctors in general, the staff",0.5125000000000001,positivo
pesima atención x los medicos de oftalmologia uno se va x emergencia y te atienden cuando a ellos les da la gana,"Terrible attention from the ophthalmology doctors, you go to the emergency room and they treat you whenever they feel like it.",-1.0,negativo
muy buena atención en el ámbito clínico pos operatorio y covid tanto de enfermeras y doctores,very good care in the post-operative and covid clinical setting from both nurses and doctors,0.9099999999999999,positivo
la atención es excelente lo único malo que no hay la mayoría de medicamentos,very welcoming hospital with good infrastructure,0.44999999999999996,positivo
hospital muy acogedor con una buena infraestructura,"The care is excellent, the only bad thing is that most medications are not available.",0.12000000000000002,positivo
no hay donde parquear los autos por el momento no activan el uso de los parqueaderos ni para emergencias,I had no problem. I already have a medical appointment for Wednesday the 27th.,0.0,neutro
no tuve problema ya tengo la cita médica para el miércoles 27,"It is one of the best public hospitals in the capital, however it would be ideal to add new specialties",0.509090909090909,positivo
un enorme hospital excelente infraestructura pero aún tiene que mejorar la atención al público,There is no place to park the cars. At the moment they do not activate the use of the parking lots even for emergencies.,0.0,neutro
amplias instalaciones aseado la atención del personal es buena son amables cuenta con múltiples estacionamientos,"spacious facilities, clean, staff attention is good, they are friendly, it has multiple parking spaces",0.36041666666666666,positivo
estoy   aquí desde  las 11 de la noche  son la 1 y 10 del madrugada  y no me atiende  nadie  no se para que pago  si no te atiende  nadie,"a huge hospital, excellent infrastructure but still needs to improve public service",0.46666666666666673,positivo
es uno de los mejores hospitales públicos de la capital sin embargo seria ideal que se agregan nuevas especialidades,"I've been here since 11 at night, it's 1:10 in the morning and no one is helping me. I don't know why I pay if no one is helping you.",0.0,neutro
uno de los hospitales más modernos de la seguridad social excelente personal e infraestructura,"one of the most modern social security hospitals, excellent staff and infrastructure",0.43333333333333335,positivo
bastante moderno pero hay algunos servicios que no se  endoscopias,quite modern but there are some services that do not include endoscopies,0.2,positivo
por favor pongan el nombre de las calles y avenidas es tan dificil poner esa información,"clean, tidy, quick attention, a hospital luxury",0.43333333333333335,positivo
limpioordenado rápida atención un lujo de hospital,"Please put the names of the streets and avenues, it is so difficult to put that information",-0.5,negativo
cuál es el motivo de no atender una emergencia oportunamente,What is the reason for not attending to an emergency in a timely manner?,0.0,neutro
gran infraestructura excelentes instrumentos falta aún mejorar la atención por ser nuevo,"good, timely and professional attention",0.39999999999999997,positivo
gracias por la oportuna atención a mi padre durante la emergencia sanitaria por covid19,Thank you for the timely attention to my father during the health emergency due to covid19,-0.125,negativo
mala atencion y servicio makltrato a pacientes y parientes mal manejo de informacion de los pacientes,"great infrastructure, excellent instruments, attention still needs to be improved because it is new",0.6454545454545455,positivo
una mejora impresionante tanto  atención,poor care and service makltreatment of patients and relatives poor management of patient information,-0.4,negativo
buena atención oportuna y profesional,"good, timely and professional attention",0.39999999999999997,positivo
por favor ayúdenos con un  de teléfono por cuanto el que tenemos no contestan  023982700 iess esmeraldas  necesitamos comunicarnos con ustedes compañeros,fatal 3 drs for emergency more than 2 hours with a broken finger and not even a pain pill,0.04999999999999999,positivo
fatal  3 drs para emergencia  mas de 2 horas con un dedo roto y ni una pastilla para el dolor,I wish the attention would be so on the building,0.0,neutro
desagradable ese hospital solo ven los beneficios y no les importa la vida,highly trained professionals and excellent service,0.58,positivo
ojalá la atención fuese tan  el edificio,Please help us with a telephone number because the one we have does not answer 023982700 iess esmeraldas we need to communicate with you colleagues,0.0,neutro
profesionales muy capacitados y atención excelente,They give a telephone number 023982700 and they don't even answer. They should have some number where one can request information.,0.0,neutro
hora y media esperando en triage y nadie atiende,hour and a half waiting in triage and no one answers,-0.16666666666666666,negativo
excelente atención equipos modernos el papeleo hay que mejorarlo,quick attention the guards are the only ones rude,0.011111111111111108,positivo
atención rápida los vigilantes son los únicos groseros,"excellent service, modern equipment, paperwork needs to be improved",0.6,positivo
ponen un numero telefónico 023982700 y ni contestan deberían de tener algún numero donde uno pueda pedir información,answer the phone because they can't give quick results,0.3333333333333333,positivo
contestén el teléfono  para q tienen no pueden dar resultados rapidos,attention is very slow,-0.39000000000000007,negativo
la atención es muy lenta,"That hospital is disgusting, they only see the benefits and they don't care about life.",-0.5,negativo
es una belleza el lugar y la atención un poquito de paciencia y listo,"The place and the attention are beautiful, a little patience and that's it.",0.33125,positivo
nos atendieron muy bien,They treated us very well,0.2,positivo
atienden rápido fui por emergencia,They respond quickly I went for an emergency,0.3333333333333333,positivo
me gusta  y atención del personal,I like and attention from the staff,0.0,neutro
la unidad de clowns sysa hqsur es lo máximo,Let's hope it continues like this with good attention to the published always,0.7,positivo
esperemos que siga así con una buena atención al publicó siempre,the sysa hqsur clown unit is the best,1.0,positivo
muy moderno y excelente atención,Very modern and excellent service,0.63,positivo
limpio y el parqueadero es grande,excellent very good service,0.955,positivo
excelente muy buena atención,excellent very good service,0.955,positivo
todo lo del iess,the attention was acceptable,0.0,neutro
la atención fue aceptable,good service and good facilities,0.7,positivo
buena atención y buenas instalaciones,good,0.7,positivo
buena,terrible service,-1.0,negativo
pésimo servicio,it's very good,0.9099999999999999,positivo
es muy buena,acceptable,0.0,neutro
aceptable,everything about iess,0.0,neutro
excelente atención,excellent attention,1.0,positivo
atención buena,good attention,0.7,positivo
excelente hospital,quick emergency response,0.3333333333333333,positivo
atención rápida en emergencias,IESS for the south of Quito,0.0,neutro
iess para el sur de quito,Excellent place,1.0,positivo
excelente lugar,excellent hospital,1.0,positivo
es un asco,it's disgusting,-1.0,negativo
felicitaciones,congratulations,0.0,neutro
la atención,attention,0.0,neutro
moderno hospital,excellent facilities,1.0,positivo
a pesar de que los mismos problemas ocurren una y otra vez nunca parece haber mejoras cada vez que el laboratorio deja de funcionar es una auténtica pesadilla los quioscos de facturación están amontonados hoy uno está fuera de servicio,"the worst care for people for more than 32 hours in an emergency and they are not able to deliver a result to see if it is an operation or not, people can die in their waiting room and they don't need a single egg or a serum to survive and they want them to",-0.20535714285714285,negativo
excelentes instalaciones,"Terrible, disastrous attention, they made us return to the house on three occasions, indicating that my wife had not yet dilated, my baby was born in the house due to the negligence of all these people who do not know how to do their job and that I do not explain in detail.",-0.6083333333333333,negativo
me parece que el número convencional para información de este hospital  san francisco es lamentablemente ridículo ya que no contestan solo funciona la grabación y el momento que se va a poner el número de extensión vuelve otra vez la,terrible care in pediatric emergency they take the data but there is no nurse in the triage area to prepare the patient we have to wait more than half an hour for triage when there are no patients waiting we approach the,-0.2222222222222222,negativo
la peor atención a las personas más de 32horas en emergencia y no son capaces de entregar un resultado para ver si es operación o no la gente se puede morir en su sala de espera y les vale un huevo ni un suero para aguantar y quieren que,terrible care in pediatric emergency they take the data but there is no nurse in the triage area to prepare the patient we have to wait more than half an hour for triage when there are no patients waiting we approach the,-0.2222222222222222,negativo
pésima nefasta atención nos hicieron regresar a la casa en tres ocasiones indicando que mi esposa aún no dilataba mi nena nació en la casa por negligencia de toda esta gente que no sabe hacer su trabajo y eso que no explico con detalles,modern hospital,0.2,positivo
seguramente uno de los peores hospitales de el país el área de emergencia empezando por afuera familiares esperando en el frío con sillas rotas guardia déspota y enfermeras y médicos practicantes pagar aportes por un suero es una estafa,"very good care in the pediatric hospitalization area, both nurses were very kind, warm and empathetic, the care included exams, medications and food for the child and his companion, even appointments",0.7633333333333333,positivo
pésima atención en emergencia pediátrica toman los datos pero no hay enfermer en el área de triaje para la preparación del paciente nos toca esperar más de media hora para el triaje cuando no hay pacientes en espera se le aborda al,"Terrible attention, I have been waiting for more than three hours for them to attend to us and nothing they attend to is saturating low and not in giving oxygen what a shame to deduct our insurance there if they are good",0.04999999999999999,positivo
muy buena atención en el área de hospitalización de pediatría tanto  enfermeras fueron muy amables cálidos y empáticos la atención incluyó exámenes medicamentos y alimentación para el niño y su acompañante incluso citas,Even though the same problems happen over and over again there never seems to be any improvement every time the lab goes down it's a real nightmare the check-in kiosks are piled up today one is out of service,0.014814814814814808,positivo
pésima atención llevo más de tres horas esperando q nos atiendan y nada q atienden encima esta saturando bajo y no  en dar oxígeno q pena para descontar nos del seguro ahí si son buenos,"terrible care from the pediatric triage, the nurse on duty at night, very unfriendly and impertinent, they almost did not attend to my son with a high fever, according to her, she was just one, my son got worse apart from a",-0.26,negativo
pesima atención  desde el triaje pediátrico la enfermera de turno en la noche  muy antipática e impertinente  casi no le atienden a mi hijo con una fiebre alta segun ella era una  nada más mi hijo empeoró aparte  con una,"It seems to me that the conventional number for information about this San Francisco hospital is unfortunately ridiculous since they do not answer, only the recording works and the moment the extension number is going to be put, the noise comes back again.",-0.11904761904761904,negativo
que tristeza que personas que hicieron juramentos de velar y cuidar a los enfermos sean una  ser humano deberian hacer otra cosa es especial estos dres cesar castillo suquilanda y el dr proaño duran juan carlos estar en emergencia es lo peor que nos puede pasar la gente se muere en emergencia y no les importa,"How sad that people who took oaths to watch over and care for the sick are human beings, they should do something else, these Drs Caesar Castillo Suquilanda and Dr Proaño Duran Juan Carlos, being in an emergency is the worst thing that can happen to us, people die. in emergency and they don't care",-0.5535714285714286,negativo
hoy fui atendida en el hospital san francisco exámenes de laboratorios  gracias muy buena atención  pese a que es  inmensamente grande la cantidad de pacientes  incluso  muchos jovenes y niños que no pagan nada y va en desmedro de esta,"Today I was treated at the San Francisco hospital, laboratory tests, thank you very good care despite the fact that the number of patients is immensely large, including many young people and children who do not pay anything and it is to the detriment of this",0.43107142857142855,positivo
noce si no hay control aqui en elhospital san francisco de asis que desde ayer le tengo a mi suegra con la pierna rota y no hacen nada por ingresarle adentro durmio en la area de espera en una silla y asta hora ya son las 10 de la mañana,"I know if there is no control here at the San Francisco de Asis hospital, since yesterday I have had my mother-in-law with a broken leg and they do nothing to admit her inside. She slept in the waiting area in a chair and now it is 10 in the morning.",-0.4,negativo
pésimo servicio en el área de emergencia el personal administrativo  y guardias groseros  le negaron la atención a un paciente que estaban super mal  que no podía ni caminar del dolor por el hecho de que pese a que está  voluntaria le faltaban 4 días y no tenía fiebre espero no tener que regresar nunca,"the worst experience of my life in an emergency room, my girlfriend had appendicitis and it took 18 hours to give us the diagnosis
After many exams they tell us that they cannot care for us there.",-0.25,negativo
un hospital que no sirve para nada solo dejan a los pasientes tirados en una esquina con un suero por 6 horas y los guardias muy antipáticos ven que las personas se desmayan y solo voltean la mirada,"a hospital that is useless, they only leave the patients lying in a corner with an IV for 6 hours and the very unfriendly guards see that people faint and just look away",-0.2,negativo
"la peor experiencia de mi vida en una sala de urgencias mi novia tenía apendicitis y se demoraron 18 horas en darnos el diagnóstico
después de muchos exámenes a lo que nos dicen que no nos pueden atender ahí","Terrible service in the emergency area, the administrative staff and rude guards denied care to a patient who was in a very bad condition who could not even walk due to pain due to the fact that even though she is a volunteer, she was missing 4 days and did not have a fever, I hope never have to return",-0.44333333333333336,negativo
pésima atención por la persona que entrega el turno para ser ingresado la pésima limpieza se ven en los pasillos las capas que ponen sucias incluso de sangre no se tiene personal de enfermería un paciente tiene que atenderse solo que,"The care in this hospital is terrible, I would rate them with zero but it can't be done. My mother was admitted yesterday for emergencies, she lacked oxygen. We were admitted at 2 in the afternoon and until 6pm they never attended to her. We complained to the",-0.65,negativo
la atención en este hospital es pesima les calificara con cero pero no se puede mi mamá el día de ayer ingreso por emergencias le faltaba el oxigeno ingresamos a las 2 de la tarde y hasta las 6pm nunca la atendieron se les reclama al,"horrible attention, we will be forced to work without pay and it is even scary to ask someone something",-0.6,negativo
un lugar donde no tienen sentido de urgencia ni humanidad desde los guardias un pésimo trato en triage las enfermeras no tienen ni idea de lo que hacen no saben tomar signos vitales no tienen los implementos necesarios para atender a,"a hospital where 100 is contributed monthly and sometimes even more, they have terrible attention from the pseudo-professional guards, terrible diagnoses 0 in a sense of urgency you have to arrive more dead than alive to",-0.18333333333333332,negativo
horrible atención nos  se les obligará a trabajar y sin sueldo y da hasta miedo preguntar algo a alguien,terrible attention from the person who gives the shift to be admitted the terrible cleanliness you can see in the hallways the cloaks that are dirty even with blood there is no nursing staff a patient has to be cared for alone,-0.8666666666666667,negativo
un hospital donde se aporta mensualmente  100 y a veces hasta más tienen una pésima atención desde los guardia pseudoprofesionales  pésimos diagnósticos 0 en sentido de urgencia tienes que llegar más muerto que vivo para,"Terrible attention, I took my wife for an emergency since she was very bad in terms of health, it took 1 hour to take vital signs and there were no people, the lady's response was that no, she still did not reflect my name",-0.6033333333333332,negativo
pésima atención lleve a mi esposa por emergencia ya que estaba muy mal en cuanto a salud se demoraron 1 hora para la toma de signos vitales y sin haber personas la respuesta de la señorita es que no todavía no le reflejaba el nombre de mi,"a place where they have no sense of urgency or humanity from the guards, terrible treatment in triage, the nurses have no idea what they are doing, they do not know how to take vital signs, they do not have the necessary implements to care for",-0.3,negativo
hay más guardias que personal médico parece que entramos a una prisión no disponen de insumos medicinas habitaciones el personal de seguridad no tiene la más mínima empatía se creen dueños  muy mal servicio,"Good evening, I have been waiting for emergency care for more than four hours from the doctor from office 1 who apparently has to attend to me. I asked him at 1800 pm and he informed me that there were three patients before me. It is already 2056 pm and I am still waiting to make matters worse. ask again and answer rudely",0.11000000000000001,positivo
buenas noches llevo más de cuatro horas esperando la atención por emergencia el dr del consultorio 1 que aparentemente me tiene que atender se lo pregunté a las 1800pm y me informo que habían tres pacientes antes de mi ya son 2056 pm y sigo esperando para colmo se le vuelve a preguntar y contesta grosero,"There are more guards than medical staff, it seems like we are entering a prison, they do not have supplies, medicines, rooms, the security staff does not have the slightest empathy, they think they are the owners, very bad service.",-0.1366666666666666,negativo
"la atención es paupérrima
desde triaje hasta los doctores de emergencia
se ponen bravos por decirles que atiendan más rápido se las pasan en las redes","We went in as an emergency due to a very high blood pressure rise in my mother 218103 and they kept us waiting for 1 hour and a half and to make matters worse she was not attended to so I had to take her to another place, terrible service, terrible staff, they are not at their jobs.",-0.41394444444444445,negativo
entramos por emergencia por una subida de presión altísima de mi madre 218103 y nos tuvieron a la espera por 1 hora y media y para colmo no fué atendida  por lo que me tocó llevarle a otro lugar pésimo servicio pésimo personal no están en sus puestos de trabajo,"The truth is, I feel disappointed about half an hour ago. I returned home from the San Francisco hospital in Quito without attending to me. We went to the emergency room. I had chest pain in my arm and dizziness. I am diabetic and hypertensive. They didn't want my",-0.4583333333333333,negativo
si pudiera le doy 100 de calificación pedimos profesionales pésima antencion pésimos diagnósticos no tienen ni idea de lo que hacen diagnosticaron cáncer  una inyección por 300 y por lo pésimo de su servicio fui a una,"Terrible care, patients with fractures can go without care for more than 15 days, what kind of administration do they have and they say that health professionals are disgusting, that's what they give",-0.225,negativo
pesima atención pascientes con fracturas pueden estar más de 15 días sin atención que clase de administración tienen y se dicen profecionales de la salud asco es lo que dan,If I could I would give it a 100 rating. We ask for professionals. Terrible attention. Terrible diagnoses. They have no idea what they are doing. They diagnosed cancer with an injection for 300 and because of the terrible service I went to a,-1.0,negativo
la verdad me siento decepcionado hace una media hora me regresé del hospital san francisco en quito a casa sin atenderme fuimos a emergencias un dolor en el pecho en el brazo y mareos soy diabético e hipertenso no querían que mi,"They take too long to attend to an emergency, they do not allow family members to enter, dying of cold outside, I returned to my husband without being attended to because I could not stand the pain anymore.",-0.21666666666666667,negativo
"falta atención no
puede ser que uno con emergencia espere 5 o 6 horas para que lo atiendan hospital desordenado pésima  todo el iess malo remalo medicinas dolo paracetamol e ibuprofeno","lack of attention
It may be that one with an emergency waits 5 or 6 hours to be attended to. The hospital is disorganized. Terrible.",-1.0,negativo
se demoran demasiado en atender una emergencia no dejan ingresar a los familiares muriendo de frío afuera regresé con mi esposo sin que lo atendieran porque no aguantaba más el dolor,"They go from bad to worse, emergency care is terrible, there are no doctors available and in many cases there is only one for so many people, and they cancel medical appointments overnight even when they have already been scheduled for months.",-0.08749999999999997,negativo
cada vez van de mal en peor la atención en emergencias es pésima no hay médicos disponibles y en muchos de los casos hay uno solo para tanta gente además cancelan citas medicas de la noche a la mañana incluso cuando ya están agendadas de hace meses,"the attention is very poor
from triage to emergency doctors
They get angry for telling them to answer faster, they spend it on the networks",-0.51,negativo
cómo todo lo que tiene que ver con el seguro de este país pésimo la atención groseros desde los guardias los doctores médicos y demás personal creo que mejor atención y trato de recibe en el camal que en ese lugar mi madre tenía un cirugía,"How everything that has to do with the insurance of this country is terrible, the rude attention from the guards, the doctors and other personnel, I think that better attention and treatment is received in the hospital than in that place my mother had a surgery",-0.23125,negativo
hay una tipeja que toma los signos vitales que no atiende apropiadamente se le explica la situación y aún así  no urgente un asco de servicio esta gente debería de ser despedida pero creen que es gratis y no no es gratis la atención son unos pseudo profesionales de profesionales no tienen nada,"There is a woman who takes vital signs who does not attend properly, the situation is explained to her and even then it is not urgent, the service is disgusting. These people should be fired but they think it is free and it is not, the attention is not free, they are pseudo-professionals of professionals. they have nothing",-0.13999999999999999,negativo
muy deficiente el trato que se da a los familiares de los hospitalizados si bien es cierto que sólo pueden dejar ingresar un visitante por paciente me parece ilógico y hasta un atropello a los derechos humanos pues no hay el debido,"The treatment given to the relatives of those hospitalized is very poor, although it is true that they can only allow one visitor per patient, it seems illogical to me and even an attack on human rights since there is no due",-0.02150000000000001,negativo
"parece que están sin ganas de atender y creen que hacen el favor o el gran sacrificio de atender a las personas
en fin pésima atención","Terrible care, I was in the emergency room with a guarded prognosis and in such an exam, drawing blood, they left the needle in, dripping blood, all because they were worried about the sample tube. Can you imagine that when you were with",-0.15,negativo
es un gran hospital la  todo en los últimos 5 años de gobierno es la falta de personal de salud la deficiente administración el poco presupuesto para medicinas ausencia de control y gestión en el mantenimiento de los equipos e,"It is a great hospital. The main thing in the last 5 years of government is the lack of health personnel, poor administration, little budget for medicines, lack of control and management in the maintenance of equipment and",0.07583333333333334,positivo
la atencion medica es buena pero deberia mejorar en algunos aspectos y en algunos  personal de guardiania e hidratacion,so that this emergency if the attention is super lousy,-0.08333333333333334,negativo
atención pésima estuve en emergencia con un pronóstico reservado y en un examen tan  sacar sangre me dejaron la aguja metida chorreando sangre todo por preocuparse por el tubo de muestra se imaginan eso cuando uno estaba con,"For the resources they have and the salary they pay to the employees in the hospital, they have been managed relatively well. I have been through several family emergencies and the care is relatively good.",0.2333333333333333,positivo
para que esta emergencia si la atención es súper pésimo,"If it were not for its emergency room, which is very slow and depends on the attention of the hospital doctors so that they can care for their members in their remaining time, their attention would be very good.",0.2599999999999999,positivo
necesito hablar por teléfono con alguien del hospital y nunca contestan,"The attention in this state establishment leaves much to be desired, the poor treatment of the user, the indifference and arrogance are the main actors on the part of the staff who work on the site.",-0.011111111111111118,negativo
para los recurso de los que disponen y el sueldo que les pagan a los empleados en el hospital relativamente bien se han manejado he estado por varias emergencias de familiares y la atención es relativamente buena,Medical care is good but should be improved in some aspects and in some security and hydration personnel,0.35,positivo
si no fuera por su sala de emergencia que es muy lenta y depende de la atención de los médicos del hospital para que ellos atiendan a sus afiliados en su tempo que les queda seria muy buena su atención,I need to speak to someone at the hospital on the phone and they never answer.,0.0,neutro
la atención en este establecimiento del estado deja mucho que desear el mal trato al usuario laindiferencia y prepotencia son actores principales por parte del personal que labora en el sitio,"It says that the location of this site is on Junín Street, it is wrong, if this remains to be imprisoned, gentlemen of Google, please delete this location on Junín Street, it seems that someone purposely put a duplicate of this site on",-0.5,negativo
dice que la ubicación de este sitio es en la calle junín es erróneo si esto queda por carcelen señores de google por favor eliminen está ubicación en calle junín  parece que alguien puso a propósito un duplicado de este sitio en,"I was at the open house and the hospital treats chemical waste and polluting waste, they were exposing some companies with which they work, the same ones that reported what the means and",-0.1,negativo
estuve en la casa abierta y me  el hospital trata los desechos químicos y los desechos contaminantes  estaban exponiendo algunas  empresa con las que trabajan  las mismas que informaban  cuáles son los medios y,excellent service thank you always like this thank you,1.0,positivo
excelente atención gracias siempre así gracias,"In this hospital, the service is first class, the rooms are super clean and modern, the devices they work with are state-of-the-art. The only thing I don't like is that they don't give much information about the patients and they make you wait.",0.22499999999999998,positivo
en este hospital el servicio es de primera la habitación super aseadas y modernas los aparatos con que trabajan de última tecnología lo único que no megusts es que no dan mucha información acerca de los pacientes y te hacen esperar,"It seems that they are unwilling to serve and believe that they are doing the favor or the great sacrifice of serving people.
in short, terrible attention",-0.06666666666666665,negativo
la atención en emergencias es deficiente las veces que entré he logrado  pasan el tiempo sobre todo los doctores especialistas y no atienden de manera oportuna aunque exista espacio y personal libre en derivaciones,"Terrible emergency care, they leave patients waiting for hours and then say that they don't care there, it's a shame that from our contribution comes the salaries of people who have no vocation with zero empathy for patients.",-1.0,negativo
pésima atención en emergencia dejan a los pacientes esperando horas  para luego decir que eso no ño atienden ahí una pena que de nuestro aporte salgan los sueldos de personas que no tienen vocación  con cero empatia por los pacientes,"The emergency care is deficient. The times I have gone in, I have managed to spend time, especially the specialist doctors, and they do not provide care in a timely manner even though there is free space and staff in referrals.",0.0,neutro
