NBa7we src,d4r55,RfnDt,rsqaWe,wiI7pd,dSlJg,Hzvxle,pkWtMe,dSlJg 2,znYl0,znYl0 2,nM6d2c,DZSIDd,wiI7pd 2
https://lh3.googleusercontent.com/a/ACg8ocJc-JGUkqYMw4nfypB9Vup45jQmCFZK01D57PgQ8hZI0Ky7Bw=w45-h45-p-rp-mo-br100,Saul Maldonado,,Hace 6 años,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjV8-rybaZynMrbQSyZamvI1VLz5SPGAnAvfPRd5vAGXhlK4tuJv=w45-h45-p-rp-mo-br100,Jhony Jhon,,Hace 6 años,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjUdahtm6VonAujETB4ekvn1QOVX3y_JSU_AEEnVlRgjc0yCsumx=w45-h45-p-rp-mo-br100,mykel leonel,,Hace 6 años,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjU3p9lIpwehSsqpURzjoQhqoisLfp0DEdwFoVFBdRIZBq91yD4=w45-h45-p-rp-mo-br100,Iván Sojos,,Hace 6 años,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjX1rJbYRqDaY8sd-ACtqVF9JMB-UMa3WFSzHZQOCuZsHP4kuw4=w45-h45-p-rp-mo-br100,Andrés Patricio Chiriboga Naranjo,,Hace 6 años,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjXYE3GqSeAXWlzWglM-YM7yW0ppRvGm40G0TO7NasTEeTI2Xig=w45-h45-p-rp-mo-ba5-br100,Christian Andrade,Local Guide · 69 opiniones · 247 fotos,Hace 6 años,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjUg9NXxZhShp2zyGLfGZwDMsTDNxKP3GSqrPSnL2pW9WPR5hxQAQQ=w45-h45-p-rp-mo-br100,Marce Sarango,2 opiniones · 5 fotos,Hace 6 años,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjU9lZJqlIXCQgeZdnFc215dBIGCa6tBgAd8N-Gq0NfnkDhsaD4t=w45-h45-p-rp-mo-br100,Delia Atupaña (Delsus),,Hace 7 años,,,,,,,,,,
https://lh3.googleusercontent.com/a-/ALV-UjUbx8zmEaOMTUTUXH-kkxxHIoTIhapyCLbsWZbVRjfUCdmdL8Sf=w45-h45-p-rp-mo-ba5-br100,Luis Alberto Rodríguez,Local Guide · 135 opiniones · 352 fotos,Hace 10 meses,"Emergencias atiende 24/7. Es funcional, y atienden bastante rápido. La atención es buena en comparación a otros IESSs. Hay especialidades que operan en este lugar en horario administrativo. No sé por qué se llama 'IESS Cotocollao' si este…",,,,,Compartir,,,,
https://lh3.googleusercontent.com/a/ACg8ocK_tTwGZfn8s2cBK7ndmekzw9M5cSArkGZeTQxViKDaDDH68g=w45-h45-p-rp-mo-br100,Angel Cevallos,2 opiniones,una semana atrás,"No están atendiendo, me tocó rogarle al guardia que me dé un turno, pésima atención. Voy desde las 5pm  aquí y no me atienden. Para que se paga si no me atienden, pésimo servicio 😡😡😡😡😡…",,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjWivdATi_-r_mqtwUUT1H4sFOHW_WbJfBbwMonPZnhMicODMAxOqQ=w45-h45-p-rp-mo-ba4-br100,Fernando RodSan,Local Guide · 179 opiniones · 32 fotos,Hace un año,"Es limpio y funcional. Lamentablemente falta personal médico, sanitario y administrativo. Las filas en servicio al usuario y farmacia son súper largas, esperas de al menos 45min. Faltan medicinas en la farmacia y siempre se escucha decir que regresen a fin de mes que ahí de pronto y lleguen los medicamentos. Así desde el 2018",,,,,Compartir,Me gusta,,,
https://lh3.googleusercontent.com/a-/ALV-UjXBb_sBSdxQ9-0zX8OzNXJXhQVc9iqVGWnDFK2fyg92qLlVTxew=w45-h45-p-rp-mo-ba4-br100,Mercy Acosta,Local Guide · 81 opiniones · 1 foto,Hace 4 meses,"Pésimo trato.. lastimosamente las veces que me han dado cita allí el médico está de vacaciones y con decir venga tal fecha ya creen que resuelven el problema que ocasiona tiempo, transporte, las molestias, etc. No hay ni donde estacionar un…",,,,,,Compartir,,,
https://lh3.googleusercontent.com/a/ACg8ocIlqMYd6fKO5PZb8N2ewailOoJ3CWN6qtZSpKEjNtB31M2FPg=w45-h45-p-rp-mo-br100,Reidy Gonzalez,1 opinión,Hace 6 meses,"Pésimo servicio, mala gestión, mala estructura administrativa. Horas para ser atendido y nadie da respuesta. No es posible que solo atienden 2 doctores para la cantidad de pacientes que llegan con diferentes necesidades. Y lo peor es que se…",,,,,,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjVvlMpKkkdqzIZ70GOSk3joN1gVYkmLQFNy3JOGrIE7ZdxJC-j9=w45-h45-p-rp-mo-br100,Elizabeth Galarza,1 opinión,Hace 3 meses,"Atención pésima, al querer agendar un turno con el neurólogo, la persona de información me indica que regrese en un mes, para ver si existe turnos, en éste trámite llevo más de un mes, ahh sin embargo el descuento de afiliación si es…",,,,,,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjVSQ99s6K8D2wPoPa0EmHZIxvqBovZR37WIxzD4Vc8HWbdtUjY=w45-h45-p-rp-mo-ba5-br100,F H,Local Guide · 47 opiniones · 845 fotos,Hace 5 meses,"Fatal!!!! El día ayer fui con turno y no avisan que los doctores no van atender, falta de compromiso con los pacientes, y existe un número para llamar y no sirve dada la incapacidad de los trabajadores del IESS que no pueden contestar una llamada igual dejo el número que había ayer en la puerta, INCONPETENTES.....",,,,,Compartir,,,,
https://lh3.googleusercontent.com/a/ACg8ocJqq1ZPmx2VSLMPjWZ7L_UGp0kpoUJHMQKwvpCDTKeyDRxeiRs=w45-h45-p-rp-mo-ba3-br100,C Torres,Local Guide · 32 opiniones · 9 fotos,Hace un año,Lo peor que puede haber en atención al paciente no atienden no están en el puesto de trabajo. Si es emergencia deberían hacer su trabajo ya que su vocación tiene una gran responsabilidad con el ser humano. Y si estamos ahí es porque nos…,,,,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjVqUcMq9m_YC9s3GK8n674VkTMhKi9ddbhMazy53OWAkHcfUR0M=w45-h45-p-rp-mo-ba4-br100,Raúl Martínez,Local Guide · 119 opiniones · 292 fotos,Hace 9 meses,"Fila para todo, el lugar se encuentra limpio, se debe ir con 40 minutos de anticipación , para la fila de signos vitales y evitar perder la cita asignada",,,,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjV2mzUNQBQnUTs2fVLC1kLtsVsCIS_w9cPDQwy_u7ug_w45tuUb=w45-h45-p-rp-mo-br100,Carolina Navas,11 opiniones · 9 fotos,Hace 6 meses,"Acudí al triaje por un dolor abdominal , tardaron media hora en tomarme los signos vitales, cuando lo hicieron un Sr Apellido Simbaña me dijo que tenía que ir a la emergencia del HCAM porque aquí no podía resolver mi malestar. Por cierto…",,,,,,Compartir,,,
https://lh3.googleusercontent.com/a/ACg8ocK2TPs4qhepqtOxGUBf1lWEI3xr-UfIt-OxmoZP1LYkueJZIAY=w45-h45-p-rp-mo-br100,Luis Vallejo,3 opiniones,3 semanas atrás,Es el peor lugar que e podido asistir son de lo peor que puede ver en la historia del mundo una atención de última pésimo personal 😡…,,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a/ACg8ocJmLA8jEhzk_kQOGv_kJy0W9_lLCrlZRhlbZRlhjKDEJWRhzA=w45-h45-p-rp-mo-br100,Josue Cagua,1 opinión,Hace 8 meses,La peor atención para mi hija . Fuimos por una emergencia y tuvimos que esperar 5 horas para que la atiendan . Aparte de que una sola persona estaba atendiendo a los niños y  llegaban muchas personas y los atendían enseguida pero para la…,,,,,,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjXNyioS_f2cfWXH_DWyQOLSgzQmDt6AV0C4QYZukVyT8VucklqW=w45-h45-p-rp-mo-ba2-br100,Byan Padilla,Local Guide · 10 opiniones · 17 fotos,Hace 2 años,"Iess Cotocollao, una atención muy rápida, muy ágil y sobre todo las personas de atención al usuario son respetuosos y muy rápidos un excelente servicio ⭐",,,,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjVYs1Mc_IepRH_EM8RBeNbqOgjeWAK22dBAHJUfyBaDs0j6w6dy=w45-h45-p-rp-mo-ba3-br100,Paola Ma. Velasco M.,Local Guide · 38 opiniones · 10 fotos,Hace un mes,"Muy limpio ordenado, todos muy amables, prestos a ayudar",,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjUezrwt5Uf7Hxtb9LDaanh-PwmxHR9H4DEw6nFybjGWcKpE1sH7=w45-h45-p-rp-mo-ba5-br100,Panchito Rh,Local Guide · 168 opiniones · 649 fotos,Hace 2 años,"Atención muy demorada en EMERGENCIAS, los médicos pasan fuull ocupados pero son muy BUENOS, el personal son muy amables....…",,,,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjVVe7TNOK0FOy_aZHRs5jSw5-IY5COUT59tT4WqhwTUUcHxH6E=w45-h45-p-rp-mo-ba7-br100,Al. Pa. Ga. Ap.,Local Guide · 272 opiniones · 292 fotos,Hace un año,"Mi experiencia aquí siempre ha sido buena.
Hasta por emergencia han sabido solventar rápido las necesidades del paciente.…",,,,,,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjXgLqYKYRKa80bHrBa7UUrZQecErC71cabWRJicNUhxyMBMrNs=w45-h45-p-rp-mo-ba6-br100,María Isabel Torres De León Torres De León,Local Guide · 555 opiniones · 78 fotos,Hace 4 meses,"Mala atención, había una fila enorme para ingresar.",,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjVq4uPn7L_e8htLJI3-aqjRin2eAnnaoV1QTiasS0VQD1zlj4vu=w45-h45-p-rp-mo-ba2-br100,Gus A,Local Guide · 11 opiniones · 3 fotos,Hace 10 meses,"Cero estrela, En emergencia el triaje solo hay una persona, que atiende a medio tiempo. Se requiere más atención, más de una hora esperando y seguir esperando ni los signos vitales toman. Hay que agonizar para que le tomen importancia",,,,,,Compartir,,,
https://lh3.googleusercontent.com/a/ACg8ocJmy9muNuRUXlHtHW1oy2RxVf7QcWGrG4ecB-HRAZpwATccKQ=w45-h45-p-rp-mo-br100,hector rivas salazar,1 opinión,Hace 3 meses,"La atención horrible, espera de más de 5 horas para ser atendido",,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a/ACg8ocKdPmUV5rsC4JK_RrOqIrrKYG_7TNVGF0jOoKbWZFFmfxji3w=w45-h45-p-rp-mo-br100,Joel Salamea,9 opiniones,Hace un año,"Pésima atención, la consulta dura 3 minutos y les mandan a todos paracetamol y loratadina.
Yo no toleraba el dolor y oh sorpresa me han mandado una ampolla que ni el…",,,,,,Compartir,,,
https://lh3.googleusercontent.com/a/ACg8ocKswJ30DAxBlZrx5y9_SMtDDi_RWujOC7urdxR8wWKlRKUkww=w45-h45-p-rp-mo-ba3-br100,Maralba Flor,Local Guide · 31 opiniones · 16 fotos,Hace 5 meses,Atención pésima en cuánto a información y nunca contestan al número telefónico .,,,,,,Compartir,,,
https://lh3.googleusercontent.com/a/ACg8ocIEc81F16e78pNamQUyrWn7ocwTptbRP1TgSizDsBoS0xj6fQ=w45-h45-p-rp-mo-ba4-br100,Noe Valladares,Local Guide · 24 opiniones · 223 fotos,Hace 6 años,"Buena atención lugar muy limpio
Amplio baños limpios",,,,,Compartir,Me gusta,,,
https://lh3.googleusercontent.com/a-/ALV-UjXpUAuJIp4MkIFDtHM3twJR2EJ9Wr18GVJppKofTzz9S54-i6oX=w45-h45-p-rp-mo-ba4-br100,Gabriela J Gonzalez,Local Guide · 13 opiniones · 14 fotos,Hace un año,"Pésimo servicio
MÉDICOS SIN EMPATIA, tienen a adultos de la tercera edad haciendo fila en farmacia cuando ya no pueden ni sostenerse en pie.…",,,,,,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjUWDOwVOW3drthwHPjPD9UoQkOGjRRt1m3kw9iYDgYpxHD3dMRx=w45-h45-p-rp-mo-br100,Pothier Lastra,11 opiniones · 23 fotos,Hace 4 meses,Debe Mejorar la atención a los pacientes en todas las áreas,,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjUvoSHAubj1Anb9QAJuqT0jaBbQLwPa4PbjxWP0fEQytvqYlAU=w45-h45-p-rp-mo-ba4-br100,Jean Carlos Velez,Local Guide · 100 opiniones · 27 fotos,Hace un año,"Pésimo servicio por parte del personal medico, el día de hoy asistí por una cita y lamentablemente creo que el doctor Burneo el cual me atendió es adivino porque ni siquiera me hizo un chequeo, en menos de 8 minutos me dijo que tenía que…",,,,,,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjVZHEetU5wFWDbk9LAZNKi3hatuyJGiMHaV12DF16Fi0cLJ680=w45-h45-p-rp-mo-ba2-br100,Keila Guerra Aspiazu,Local Guide · 10 opiniones,Hace 8 meses,"Deberían dejar entrar al paciente con un acompañante, aunque no sea menor de edad, porque ahí mismo tienen muchas filas y al mismo enfermo le toca estar en todos lados esperando",,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjUwY7rAqXKfLgTlhcfk0yaxXkqTEfZ4HEOv4VCFUaL-lQxA8xAGFQ=w45-h45-p-rp-mo-br100,Camila Tituaña,1 opinión,Hace un año,"Pesima atencion el peor centro ambulatorio del iess el doctor se demoro 3 minutos en atenderme es un grosero y no sabe explicar nada solo dice que retire pastillas en la farmacia y nada mas Dr. Suarez aparte que estaba en el celular, no…",,,,,,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjXdtQEl74hvkG0GyH56ViDxzuHVDO-AYg0G0lln5HYxBE1yZbG3=w45-h45-p-rp-mo-ba4-br100,Data Eventos Ecuador,Local Guide · 72 opiniones · 77 fotos,Hace un año,"Demasiado tiempo. de espera para tomar un turno, deberían pensar en automatizar  e ir a la era tecnológica, seria el éxito. Atención muy buena.",,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjVSV3LkoChO_9DU100dHx6IRLON7jchOx-sDi3JgOXopLPPovoB=w45-h45-p-rp-mo-ba4-br100,Enrique Lopez,Local Guide · 134 opiniones · 2 fotos,Hace 11 meses,El odontologo Dr.Perez es un patan. Llege 10min tarde a la cita y me cerro la puerta en la cara. Este tipo de sujetos deben salir del IESS.,,,,,,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjXgNinKHGml6-3m7yl03_Jgy_maqbjR01nkR6uNQjXw7arar-382Q=w45-h45-p-rp-mo-br100,Evelyn Torres,6 opiniones,Hace un año,"PESIMO SERVICIO ESPERE COMO 8 MESES PARA UN TURNO DE GINECOLOGIA PARA QUE ME DIGAN REGRESE EN DOS MESES MAS, POR MI PARTE DEJARE LA RESPECTIVA QUEJA POR ESCRITO EN DIRECCION MEDICA PARA QUE SE TOMEN LOS DEBIDOS CORRECTIVOS.",,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjV2w1W_Idi7vHakFVQti9mb4jMaatO4dX6cQDhUTUFXtadHmV8n=w45-h45-p-rp-mo-ba5-br100,Andres Verdezoto,Local Guide · 94 opiniones · 4 fotos,Hace 4 años,"El peor servicio! De qué sirve un seguro sin nunca tienen agenda para una biopsia o endoscopia. Esperar 3 meses para un turno increíble. Para colmo de males el personal carece de educación, empatía y amabilidad, son lo peor!",,,,,,Compartir,,,
https://lh3.googleusercontent.com/a/ACg8ocJhA9AJ1YHPTxO1Kv9Sg5S5dfL5XWZEkQqA9sPReAXM8Mo1rA=w45-h45-p-rp-mo-br100,Sala Partos,1 opinión,Hace 11 meses,"REALMENTE PREOCUPADA , ME REALIZARON UN EXÁMEN HACE 1 MES AÚN NO ESTA EN EL SITEMA ME COMUNICOA LA NUMERO DE CONVEIONAL QUE ESTA EN INF , NINGUNA OPCIÍN ES VALIDA ES UNA BURLA",,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjXGwDZ5iBpvqEkA9JHr5nsJCjKQyjPwJ6Q38CicuRHmaXho8Bo=w45-h45-p-rp-mo-ba3-br100,Oliver Ortega,Local Guide · 33 opiniones · 4 fotos,2 semanas atrás,Pésima atención,,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjXp9CO8h-uwl3Hy_8VoY-D33iQ7q_A8ciD7ajlHBXW76VEYDr1W=w45-h45-p-rp-mo-ba5-br100,Yessie Coronado,Local Guide · 197 opiniones · 252 fotos,Hace 5 años,"Les falta capacitación en atención al cliente, el personal (a excepción de una señora que trabaja ahí hace años) no atiene rápido en las distintas ventanillas ya que conversan entre ellos o por el celular, juegan con el tiempo y dinero de…",,,,,,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjXW6U4cxSX7fx4VGEr4avlmBr1jLbbv7wA9Folh8prktlztF180=w45-h45-p-rp-mo-ba3-br100,Sara Aguilera Acosta,Local Guide · 43 opiniones · 55 fotos,Hace 7 meses,"No hay medicamentos, son hipertensa y con problemas de los nervios y tampoco hay medicamentos",,,,,,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjWJpKgRMrpa68VICCtRNBPNGdFACjCVLhSjdiqRlORc5DBlCcc9=w45-h45-p-rp-mo-ba3-br100,Diego Mantilla,Local Guide · 2 opiniones · 37 fotos,Hace un año,"4 horas esperando atención para que te digan que no tienen pruebas y te hagas con un privada. Para que pagamos seguro social?
Les recuerdo que pagamos por este servicio, no es que nos hagan un favor",,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjVJUcFiy5nnSPNTEPiy1ODgGp0m19EHCHVjshuJR1bYZN_ulP2FSg=w45-h45-p-rp-mo-ba4-br100,ESTEFY P.,Local Guide · 104 opiniones · 249 fotos,Hace 5 años,Pesima atención. Ya estoy esperando mas de una hora y mi novio tiene una laceracion grave en el dedo pulgar..no aguanta el dolor y en el triaje nos mandan a esperar mas de dos horas para k el medico le examine porque afirman que solo…,,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjUDOy7HFXbHyWbVomPODF4u0qmBkmYZ4FcWSjC8FcB9DBpKamQ2gg=w45-h45-p-rp-mo-ba5-br100,Fabricio Zambrano,Local Guide · 244 opiniones · 147 fotos,Hace 2 años,Realmente tiene mucho que mejorar.. el Iess es un servicio que le corresponde por ley a todos los que aportamos en su mayoría desde muy jóvenes y no me parece que pequeñas cosas deberían mejorarla .... Ejemplo deberían tener todos los que…,,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjWKl_93RDD8l9zS3Jsvf3AVgyjHPHvUWnooMtjt6MJ7OLms0S7g=w45-h45-p-rp-mo-ba3-br100,Pablo Baquero,Local Guide · 27 opiniones · 11 fotos,Hace 2 años,"Debería alguien informar que la gente tome asiento  porque se va al llamar por los nombres.Ya que para realizar el isopado , tocó hacer una fila degana. Para citas medicas les recomiendo ASSISTANET excelente prestador de servicio (en mi opinión el mejor que tiene convenio el iess)",,,,,,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjXk13pvRWw3FeCrMNKDFDCc31daaDsv_nkMH11x8f3xj-zv7Et8=w45-h45-p-rp-mo-br100,Pame Villalba,19 opiniones,Hace 4 años,"El servicio de salud es pésimo
No m parece que a un niño le hagan esperar 4 horas con dolor porque  no tiene fiebre…",,,,,,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjXDVUEBoygKVlAWPfkis3JuNHRD-xtONk1q0TarKsH8eFwK3AhL=w45-h45-p-rp-mo-br100,Walter Iván Jimenez,2 opiniones,Hace 5 años,Hoy lunes 8 de octubre fui hacerme atender al hospital del IESS cotocollao x una Leción en la columna la atención muy mala. primero tuve que esperar 3 horas para  que me  tomen los signos vitales luego  otras 3 horas y solo para q me digan…,,,,,,Compartir,,,
https://lh3.googleusercontent.com/a/ACg8ocJDOlHIxVaatKKozsF3aU1wnrlVT0Jd1Q1i-b_WFx6aIypVNQ=w45-h45-p-rp-mo-br100,Miguel Z,1 opinión,Hace 10 meses,"Es un pésimo lugar, en los otros hospitales no hay tanto lío para agendar una simple cita",,,,,,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjVrm9VmD7NNrEmRaI7vutZ_G7vmWdxwArOz4qjbIYUe4UKcJs_n=w45-h45-p-rp-mo-ba4-br100,Leonardo Realpe,Local Guide · 97 opiniones · 29 fotos,Hace 2 años,"Organizado, limpio y la atención ágil. Cuando fui al iess San Francisco y me derivaron allá pensé que iba a ser un problema, de echo mucho mejor y rápido.",,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a/ACg8ocK2k1HJe24O-s0hUCb-SQ1euJeXxFY0mPofz34K8kknUbjJIw=w45-h45-p-rp-mo-ba3-br100,Erica R,Local Guide · 17 opiniones · 1 foto,Hace 4 años,"Son todos cavernícolas. Administrativos y pacientes por igual.
Soy extranjera. Hace 8 meses vivo en Quito por trabajo y esta semana falté por primera vez, por lo que tuve q ir al iess a hacerme atender para tener el…",,,,,,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjWaI7v0LA6F2P2SGk9J_gLivgvH1lDgAiQEueVGBzLN2s77wo0C=w45-h45-p-rp-mo-ba5-br100,Karina Tigse,Local Guide · 226 opiniones · 483 fotos,Hace un año,"Me trataron excelentemente bien, me ayudaron muy rápido y muy eficiente gracias a los doctores, estuve sola y me apoyaron muchísimo",,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjVRLzKQNlfdydfTAConlIdpE3GsFwUxp0cff6XeRCjP_7sxjolq=w45-h45-p-rp-mo-ba4-br100,Amilkar Andres Torres Barrazueta,Local Guide · 95 opiniones,Hace 2 años,"Pésima atención de Cardiología, en medio de la consulta se pasean otros médicos dentro del consultorio a prepararse café. Tampoco no me dieron un certificado de asistencia a consulta.",,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjWZtG6Z6CM-yroj4p9loKFd8KuyY8KpYLWBKk2MI-b8VcYo01rB=w45-h45-p-rp-mo-ba4-br100,Qkito,Local Guide · 208 opiniones · 25 fotos,Hace 4 años,La atención es buena se tiene que esperar un poco hay que tomar en cuenta que se atiende según la emergencia por lo demás en lo particular me han atendido muy bien,,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjUD0okzeqSp2rXexXLhrW_3JVt-zq7li5IyZJ7Q4jfwk80ldYs=w45-h45-p-rp-mo-ba4-br100,Fabicito Car,Local Guide · 174 opiniones · 24 fotos,Hace un año,"Se puede mejorar, si recibí buena atención y disponían de medicamentos",,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjXB7wtnqji8Civ5A0xHEzyBFEwPvWH7bC86Zs_Mu7PFQfRDbEwA=w45-h45-p-rp-mo-ba3-br100,Greiyz Vallejo,Local Guide · 38 opiniones · 2 fotos,Hace 5 años,"El servicio de los médicos es bueno y en general la atención es muy buena, es muy completo y tiene muchos servicios a los pacientes con calidad y calidez, la razón por la que pongo 2 Estrellas es para recomendar y advertir a la personas que…",,,,,,Compartir,,,
https://lh3.googleusercontent.com/a/ACg8ocIORSXRl64dZtyD6NGJUolsTY_TBUKuhgpMPjlCHf9EGd202A=w45-h45-p-rp-mo-ba6-br100,Juan Martin Barba Rivadeneira,Local Guide · 298 opiniones · 15 fotos,Hace un año,"Muy buena la atención de los funcionarios y empleados del dispensario médico,. Muy limpio, buena señalética y equipos.",,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a/ACg8ocIRA2-o1_LjMbTG2dGsK7RWI-oXqnbNJlZ2n4kln3n9DVWfQw=w45-h45-p-rp-mo-br100,Steffany Torres,1 opinión,Hace 3 años,muy mala experiencia tuve cita con el doctor Klever Paz es una persona muy grosera no sabe tratar despota bueno de todos los doctores q me hecho atender este es el peor es como que si uno les esta pidiendo limosna ellos tienen sueldo gracias a nuestros aportes no lo hacen gratis,,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjUwB9WpAzrpXFdcqdmEfS3He1tMrgLq9KiIPKngHnvFx38aC_dR=w45-h45-p-rp-mo-br100,Adrian Aguirre Quiroz,1 opinión,Hace 6 años,No todos son tan amables la doctora de pediatria de planta alta no supo lo que es atender a un niño de 1 año 8 meses que no quiso dejarse tocar sus partes tan solo comento que no podia rebisarlo por que no se deja y no le iso el chequeo que era normal aserle es una mediocre asi que por favor a hables con la señora gracias,,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjVswQg0NeqDqh6QlqZtUmCyc-aybF-EpWqC3ZmEk8LW5reQ70y3=w45-h45-p-rp-mo-ba3-br100,myrian Cushicagua,Local Guide · 41 opiniones · 3 fotos,Hace 2 años,Es el peor centro médico del iess puede estar en muriendo la gente sentada que nadien hace nada y le atiende cada dos oras yo nosé para.que se paga el seguro si ni medicina tiene,,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjXIZf8tigwBsbkHddsvuMxlzh9WYNWa25O3zNvo6CfLkiYSRlc=w45-h45-p-rp-mo-br100,Roberto Lopez,4 opiniones,Hace un año,"El Iess Cotocollao se asegura de contratar incompetentes sin un apice de empatia o deseo de ayudar. Una verdadera verguenza, para cualquier necesidad visitar cualquier agencia menos esta",,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjXIRReSkC_hNK8JsjdX1nel4DMq9nZlxyyhgKOpy02Go2gwfR4=w45-h45-p-rp-mo-br100,Alex Ortega,5 opiniones · 4 fotos,Hace 3 años,Este lugar deberia tener un telefono de emergencia No es justo que nosotros los afiliados no tengamos una forma de comunicarnos ya que por la misma salud queremos tener informacion via telefonica. Aencion se llama al.numero y esta fuera de servicio..!! Que lastima de pais,,,,,,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjXnevuwAUVqeNJcJ1JR1CGPflSV5Zsj8T7EcGwhujMUeBcS6X7C=w45-h45-p-rp-mo-ba3-br100,Ledis Perez,Local Guide · 11 opiniones · 21 fotos,Hace un año,"Muy demorados la atención, desde las 10 de la mañana hasta las 4 de la tarde q me atendieron 🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️🤦🏼‍♀️…",,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjXYJnRV3ofelaDg-0b8kHE3VEW0ykUCUZH0RyykEsaktUPodAvs=w45-h45-p-rp-mo-br100,Martha Bazante,51 opiniones · 1 foto,Hace un año,Falta personal para una atención más ágil y no tienen en stock muchas medicinas,,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjW7FiBehMqbNG82FD40K2gPbDFf6lTxuHnHl9nQRIYk8Dy-mhIx=w45-h45-p-rp-mo-ba3-br100,Carlos Encalada,Local Guide · 46 opiniones · 3 fotos,Hace un año,"La atención en este centro médico es MENOS QUE PESIMA, no manejan ningún proceso, los médicos SON GROSEROS y las enfermeras no tienen idea de lo que hacen.",,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a/ACg8ocKCDaXqotZCRA4TV6kFn5HlS_1SOf_byzhJOYPs1s-vE_-EwQ=w45-h45-p-rp-mo-ba4-br100,Andrés Pantoja,Local Guide · 40 opiniones · 385 fotos,Hace 2 años,"Para el caso de emergencia de vías respiratorias, el tiempo de atención fue bueno y el personal amable",,,,,Me gusta,Compartir,,,
https://lh3.googleusercontent.com/a-/ALV-UjWlh4d6YYTY00QRXiO4LTaP_QopSs-ndMsCnl1u451izJOZPvux=w45-h45-p-rp-mo-ba4-br100,Dennys Eduardo Parra,Local Guide · 60 opiniones · 57 fotos,Hace un año,Mucha gente en horas laborables,,,,,Compartir,Me gusta,,,
