"xpdipgo src","x1i10hfl","x1i10hfl href","_ap3a","x1i10hfl href 2","_a9ze","x193iq5w","x193iq5w 2","x1i10hfl href 3","x193iq5w 3"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/444496938_818344056380005_9002302470646871809_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=eeJsTp2tnvkQ7kNvgGJiQNu&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYBZIZl_aAg_MCg7yMutI66If6tTjlViidsTjf5JuhkHDw&oe=6667E8C1&_nc_sid=f5838a","helenmarin_","https://www.instagram.com/helenmarin_/","Lloré","https://www.instagram.com/p/C2TD3Upx1DX/c/18018107048060258/","19 sem","3 Me gusta","Responder","https://www.instagram.com/helenmarin_/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/411312795_1026022778655295_7940172811714262159_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=vqyfbg8wpYcQ7kNvgFwtXI1&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYDcnAdKqrXtNEeu5kTbMY8fm09mDF4nR8K1R93mo_b3OA&oe=6667EBEE&_nc_sid=f5838a","grise505","https://www.instagram.com/grise505/","Wow excelente película, actores,  la muerte de Numa duele mucho , hace llorar... bueno la muerte de todos pero Numa es un personaje que te atrapa por su narración,  sus sentimientos , su fuerza.... Dios y pensar que esto pasó en la vida real duele más... premios para esta peli","https://www.instagram.com/p/C2TD3Upx1DX/c/18074071297452214/","19 sem","109 Me gusta","Responder","https://www.instagram.com/grise505/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/446116879_1142905723687670_1564696260511789923_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=hyitBcbtbMUQ7kNvgFKUcAC&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYC9f_4DiGX4_TpkMMlQpCb_eIh-lTWJX7rqjMD6zKQwSQ&oe=6667E8C2&_nc_sid=f5838a","un4got10_b0y","https://www.instagram.com/un4got10_b0y/","Vamos el Iberia Bar y los toques 🙌","https://www.instagram.com/p/C2TD3Upx1DX/c/17956378379710483/","19 sem","1 Me gusta","Responder","","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/273043861_1071428933406896_2813365514785236361_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=ZGzs6pOSIYUQ7kNvgEljZ26&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYDZH_qEueHT-xtIoZ7xqRF6_SubPdhdNu-Wne53GeiVxw&oe=6667D963&_nc_sid=f5838a","looking_john","https://www.instagram.com/looking_john/","Aburren ya...la.peli es larga.","https://www.instagram.com/p/C2TD3Upx1DX/c/17972503679666697/","19 sem","8 Me gusta","Responder","https://www.instagram.com/looking_john/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/434568210_1480921052855268_3886421402813155588_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=XZk9HN4L9ooQ7kNvgFyApDb&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYA3aRpACJKe_17hevdZGb_H4n3xMb47SCeEGjUq-Wgqcg&oe=6667E22C&_nc_sid=f5838a","joha_diazvega","https://www.instagram.com/joha_diazvega/","este es el que suelen ver","https://www.instagram.com/p/C2TD3Upx1DX/c/18013604252501241/","19 sem","1 Me gusta","Responder","https://www.instagram.com/joha_diazvega/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/291768372_1080393889501899_6052358626710418593_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=zpKlKU8ua5kQ7kNvgEszoDQ&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYAKJaxh8Eq-pJGFZvcJP3hwOlzgdUCtmTd-QxJDas5wEA&oe=6667C280&_nc_sid=f5838a","luis.montoya","https://www.instagram.com/luis.montoya/","Que película tan espectacular!","https://www.instagram.com/p/C2TD3Upx1DX/c/18240081457217530/","19 sem","1 Me gusta","Responder","https://www.instagram.com/luis.montoya/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/405239578_708905704516936_1237573344477386233_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=F2swkWiTsYQQ7kNvgHgon2v&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYDG5NVXEVBhTjIBMkqxE4VQeD8NM5hV5nEVEQhke8l8lg&oe=6667E972&_nc_sid=f5838a","valellations","https://www.instagram.com/valellations/","Y mas los amo","https://www.instagram.com/p/C2TD3Upx1DX/c/17996406140247475/","19 sem","1 Me gusta","Responder","","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/254429291_412644710329085_2829677073914449723_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=XuatEbaDScQQ7kNvgEjjhg8&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYBhaNteITIrvxuWQGaMSsIVbyIXnVGsuih9hLN0eLlPMA&oe=6667CA67&_nc_sid=f5838a","karenlisguzman","https://www.instagram.com/karenlisguzman/","Excelente película👏","https://www.instagram.com/p/C2TD3Upx1DX/c/18006907064246379/","19 sem","1 Me gusta","Responder","https://www.instagram.com/karenlisguzman/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/438675831_315020978279353_2632534754752333415_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=dufYUthLvCgQ7kNvgFa0ysW&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYB1aiowPCLR1_9UoDIdPvZRfaiEjUgne1JMeJ7gymEMww&oe=6667E377&_nc_sid=f5838a","nematio","https://www.instagram.com/nematio/","👏👏👏","https://www.instagram.com/p/C2TD3Upx1DX/c/18034425958686312/","19 sem","1 Me gusta","Responder","",""
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/447250245_776698267910328_3721139513123408225_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=GUVFHKBB4AEQ7kNvgHVMNhr&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYBKUOKdERuWHXciIDCiyqnEV-8DU1hFYme4SZPG_VN0kw&oe=6667C1E0&_nc_sid=f5838a","nanirivera11","https://www.instagram.com/nanirivera11/","La verdad que ame esta película y los actores cada vida que representan tocó mi corazón. Súper bien el trabajo lograron entrar con haste historia a muchos hogares y nuevas generaciones que no conocían que fue un caso realidad. 👏👏👏❤️❤️","https://www.instagram.com/p/C2TD3Upx1DX/c/18006102491258311/","19 sem","1 Me gusta","Responder","","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/12338691_180157668998476_1393109048_a.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=6hHzvxng8LoQ7kNvgEnp0kk&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYBgu9EOKLJSd7DRX6MgGAsmgXQVt1lwaVUBM6A6AuMD5w&oe=6667C392&_nc_sid=f5838a","rosalbacristina","https://www.instagram.com/rosalbacristina/","Excelente película!!👏👏👏","https://www.instagram.com/p/C2TD3Upx1DX/c/17996707091240789/","19 sem","1 Me gusta","Responder","https://www.instagram.com/rosalbacristina/","Ver traducción"
"https://scontent-gru2-2.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=scontent-gru2-2.cdninstagram.com&_nc_cat=1&_nc_ohc=WdPvrJF7xMMQ7kNvgHwPjcF&edm=AA0lj5EBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-5&oh=00_AYAh_As72xG6JpmPtAJhFJU5z300vlqtoagYDUW3E7CJXQ&oe=6667EB4F&_nc_sid=0a490e","mandon_shaira01","https://www.instagram.com/mandon_shaira01/","Se merece un Oscar está película basada en hechos reales","https://www.instagram.com/p/C2TD3Upx1DX/c/17859912072057152/","19 sem","1 Me gusta","Responder","https://www.instagram.com/mandon_shaira01/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/447780904_2531366080368847_7403665704047643889_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=-zUyIYxyXVUQ7kNvgELCZ12&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYCRaFc6WDNEPavZjSHPMHM44OTU5WZOm6LJNNrTSXfrXg&oe=6667D0BB&_nc_sid=f5838a","jazmituma34","https://www.instagram.com/jazmituma34/","👏👏❤️😢","https://www.instagram.com/p/C2TD3Upx1DX/c/17984230430435707/","19 sem","1 Me gusta","Responder","https://www.instagram.com/jazmituma34/",""
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/411019480_243506255426113_4173684502942432836_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=hdhjg6jxHxwQ7kNvgHScZZT&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYDDweOD0_1_7sr5mehhAsNpRb-3OiN2B_n8EzQwp8JApQ&oe=6667EE6A&_nc_sid=f5838a","gabydesir","https://www.instagram.com/gabydesir/","Una de las mejores películas que he visto en mi vida..... 👏👏👏👏👏👏","https://www.instagram.com/p/C2TD3Upx1DX/c/18021459535835008/","19 sem","1 Me gusta","Responder","","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/419563828_7016272608486245_552466905141748976_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=f5bgmlZXuSEQ7kNvgEOYsuy&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYCy1aJpk72LpjQImAXWC_tX_w2Py796ZLfdc9lYm20bYQ&oe=6667BF99&_nc_sid=f5838a","izumi_iki_","https://www.instagram.com/izumi_iki_/","Lloré  mares por esa película...","https://www.instagram.com/p/C2TD3Upx1DX/c/18042047473618973/","19 sem","1 Me gusta","Responder","https://www.instagram.com/izumi_iki_/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/342380787_1163874620927869_7234643532583167362_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=12XfaeWaOWsQ7kNvgFzbVBU&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYCRfx_0tFoIrEKmkCuStWzaXcohz-Z_y3Q24hPnEfQ8sQ&oe=6667B9CF&_nc_sid=f5838a","de_la_rocha","https://www.instagram.com/de_la_rocha/","Peliculon","https://www.instagram.com/p/C2TD3Upx1DX/c/17879570931009020/","19 sem","1 Me gusta","Responder","https://www.instagram.com/de_la_rocha/",""
"https://scontent-gru2-2.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=scontent-gru2-2.cdninstagram.com&_nc_cat=1&_nc_ohc=WdPvrJF7xMMQ7kNvgHwPjcF&edm=AA0lj5EBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-5&oh=00_AYAh_As72xG6JpmPtAJhFJU5z300vlqtoagYDUW3E7CJXQ&oe=6667EB4F&_nc_sid=0a490e","_beelenn_7","https://www.instagram.com/_beelenn_7/","👏👏👏👏👏👏 😭🤧🤧🤧🥹🥹💔","https://www.instagram.com/p/C2TD3Upx1DX/c/18030016207708786/","19 sem","1 Me gusta","Responder","https://www.instagram.com/_beelenn_7/",""
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/436335532_1117597309494276_7336890648327054301_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=MtR4kljVbo8Q7kNvgF0o76O&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYAymJ9DTJ6PAHxRHE_EZCnQ5GzfGpYuCpiEKuO6S5UcuQ&oe=6667F12A&_nc_sid=f5838a","fort.ary","https://www.instagram.com/fort.ary/","Tremenda peliculaza👏","https://www.instagram.com/p/C2TD3Upx1DX/c/18038842696645027/","19 sem","1 Me gusta","Responder","https://www.instagram.com/fort.ary/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/447801912_1006099531173299_6084291874518224042_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=wGNDBeqGl6AQ7kNvgFVuwLR&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYAZmgx1djZLiQcjn2ebdP7iFM6z7fElUVpYioK3txCihA&oe=6667CE87&_nc_sid=f5838a","__itzelglez","https://www.instagram.com/__itzelglez/","Gran película, me sacaron las lagrimas","https://www.instagram.com/p/C2TD3Upx1DX/c/18025320181917551/","19 sem","1 Me gusta","Responder","https://www.instagram.com/__itzelglez/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/443838749_336715432852167_6717016342387071030_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=OLjvvqdQXpAQ7kNvgHouLLM&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYACEDAteiq4fV7-1lcd2nNH6bEsbLn63HhyeB6_8uNqSA&oe=6667D59A&_nc_sid=f5838a","alejandrahleon11","https://www.instagram.com/alejandrahleon11/","No supero la brutalidad del casting. Qué increíble trabajo. Una excelencia. ❤️🙌","https://www.instagram.com/p/C2TD3Upx1DX/c/17959962974600689/","19 sem","1 Me gusta","Responder","","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/447450294_1152654035979456_1381490745741793472_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=g8LcnFG0O3MQ7kNvgE1beAO&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYDPiU-EoHuPNzUx8FGGOyMjAPF6DAfPltYs4Vc9vpLMjQ&oe=6667EE3B&_nc_sid=f5838a","camividdal_","https://www.instagram.com/camividdal_/","😭😭😭!!","https://www.instagram.com/p/C2TD3Upx1DX/c/18021229855979733/","19 sem","1 Me gusta","Responder","https://www.instagram.com/camividdal_/",""
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/447450294_1152654035979456_1381490745741793472_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=g8LcnFG0O3MQ7kNvgE1beAO&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYDPiU-EoHuPNzUx8FGGOyMjAPF6DAfPltYs4Vc9vpLMjQ&oe=6667EE3B&_nc_sid=f5838a","camividdal_","https://www.instagram.com/camividdal_/","lloro","https://www.instagram.com/p/C2TD3Upx1DX/c/18409174312038602/","19 sem","1 Me gusta","Responder","https://www.instagram.com/camividdal_/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/403980916_1516110145906358_2841524828670371618_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=aXue4iEFE5gQ7kNvgET1HoK&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYD0C5LMS7OgLTjsar3evXxrrxCJGgeWzy4T1vp4dQ3Kiw&oe=6667C48D&_nc_sid=f5838a","jennigutierrezarce","https://www.instagram.com/jennigutierrezarce/","🙌🙌","https://www.instagram.com/p/C2TD3Upx1DX/c/18172450438288818/","19 sem","1 Me gusta","Responder","https://www.instagram.com/jennigutierrezarce/",""
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/436340354_1100790741004669_4783582358343632857_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=yw14K3xTC4sQ7kNvgEhx7um&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYDuxdqwsj1drsCH3OCxO-OmGsew3AGagcHmO70z1q-MEQ&oe=6667DDB6&_nc_sid=f5838a","st4r_9078","https://www.instagram.com/st4r_9078/","Netflix ví la película es súper se las recomiendo!","https://www.instagram.com/p/C2TD3Upx1DX/c/18056701168473489/","19 sem","1 Me gusta","Responder","https://www.instagram.com/st4r_9078/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/140930917_318362392890217_3103591218571426381_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=9REt_Xr0dfIQ7kNvgGTdlpU&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYAd5NgtMOYaScyFGSOy3o16DL6KRJ2FEC0-VrIK8agiIA&oe=6667BB0D&_nc_sid=f5838a","pueblagajardo","https://www.instagram.com/pueblagajardo/","Maravillosa , emotiva y triste película me encantó 😍","https://www.instagram.com/p/C2TD3Upx1DX/c/18060461410457568/","19 sem","1 Me gusta","Responder","https://www.instagram.com/pueblagajardo/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/412708159_1120964179284886_2364053406087502253_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=TLO-ArCHuBIQ7kNvgFaIAl4&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYAy4E-He9tQti8LKqqZyND9hMhAeBb03zrY1fxrgnGt4w&oe=6667DF49&_nc_sid=f5838a","natiii.xoxo","https://www.instagram.com/natiii.xoxo/","bella película 😭","https://www.instagram.com/p/C2TD3Upx1DX/c/18022781125807834/","19 sem","1 Me gusta","Responder","https://www.instagram.com/natiii.xoxo/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/368678901_802503014903175_8525047719059570320_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=dg-Wkx8TTb0Q7kNvgGBw_wz&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYC8VmkGyOrL23zPz2RUyBpM3DP-mO4yBSqa0vevjE90dA&oe=6667BF56&_nc_sid=f5838a","asire_drye","https://www.instagram.com/asire_drye/","🔥 mejor ❤️‍🩹 excelente","https://www.instagram.com/p/C2TD3Upx1DX/c/17845840650140030/","19 sem","1 Me gusta","Responder","https://www.instagram.com/asire_drye/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/363498053_671785017722541_3854901057736512022_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=rAwtkEIyG_gQ7kNvgGmmSWO&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYAgUcg3BedUYIfnmx6bMFuwJLDEhtZBolMMfcyKBFe5_A&oe=6667E926&_nc_sid=f5838a","maml.1","https://www.instagram.com/maml.1/","Esta peli me hizo llorar, como nunca!!","https://www.instagram.com/p/C2TD3Upx1DX/c/18240036436216817/","19 sem","1 Me gusta","Responder","https://www.instagram.com/maml.1/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/447916627_814538216923839_2134757836283132878_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=AmEVqMfYq_gQ7kNvgH0PkJM&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYAW2uB_4ckmBIFNE2rmL3kFGreI3I1WyhPd6uXwc44V2Q&oe=6667DFDD&_nc_sid=f5838a","grciadniela","https://www.instagram.com/grciadniela/","Excelente película 👏🏼🥺","https://www.instagram.com/p/C2TD3Upx1DX/c/18022282996815711/","19 sem","1 Me gusta","Responder","https://www.instagram.com/grciadniela/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/45302573_576959046091654_6701418964934721536_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=tssyjvS-y1YQ7kNvgGNMgkU&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYA2QXwgz5VlScyv3DB4lBKsqtii3mG8ZNhLBUYKIG_r4A&oe=6667E209&_nc_sid=f5838a","dpag_5","https://www.instagram.com/dpag_5/","👏👏👏👏👏👏","https://www.instagram.com/p/C2TD3Upx1DX/c/18031691383665620/","19 sem","1 Me gusta","Responder","https://www.instagram.com/dpag_5/",""
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/442232873_811594894270829_9179091703351760179_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=5J9wbfX4c5EQ7kNvgHn595v&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYCx_c10NcBu3JB2gzbg2inlPH0s5kFesZC2jKhzWSY0Rw&oe=6667BAA2&_nc_sid=f5838a","ntwona","https://www.instagram.com/ntwona/","Estoy obsesionada con esta película y la historia","https://www.instagram.com/p/C2TD3Upx1DX/c/18034868281701248/","19 sem","1 Me gusta","Responder","https://www.instagram.com/ntwona/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/434836215_321640044263172_9192069443324794528_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=PLMxZ_-NvgAQ7kNvgFS-KNY&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYB4m3EjkNrKBtQiF0OZeSS43uOh_dRKNKiK0mbBNrwukw&oe=6667C8BB&_nc_sid=f5838a","saldarriaga3045","https://www.instagram.com/saldarriaga3045/","Excelente película. Lloré toda la película 🥺","https://www.instagram.com/p/C2TD3Upx1DX/c/17997490601414545/","19 sem","1 Me gusta","Responder","https://www.instagram.com/saldarriaga3045/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/426479138_781864833966117_3357527168832078118_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=4ywaX_h3zrQQ7kNvgFRGcMf&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYClwiwBV7_FSopHO_KH8CZnJu9m3tjik6QnHjezhpyp2w&oe=6667CD1E&_nc_sid=f5838a","florangelaarellano","https://www.instagram.com/florangelaarellano/","Excelente película. Lloreeee y llore. Disfrute toda la película hasta el momento de su rescaté. Me encantó.. Aplausos para todo el Equipo de la película. EXCELENTE...👏👏👏👏👏👏","https://www.instagram.com/p/C2TD3Upx1DX/c/17859866328087983/","19 sem","1 Me gusta","Responder","https://www.instagram.com/florangelaarellano/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/434552555_7065713773527221_7496396364554378370_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=LcgkrXOt9yoQ7kNvgGFiHTl&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYCdhCFfTDFSWjuw3jWQZHj8zbMKrYi9XCpQuJbqz-mrgA&oe=6667E1BC&_nc_sid=f5838a","elizabethrabelero7","https://www.instagram.com/elizabethrabelero7/","Magnífica!","https://www.instagram.com/p/C2TD3Upx1DX/c/18018096686054609/","19 sem","1 Me gusta","Responder","https://www.instagram.com/elizabethrabelero7/",""
"https://instagram.fcpv2-2.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fcpv2-2.fna.fbcdn.net&_nc_cat=1&_nc_ohc=WdPvrJF7xMMQ7kNvgEvORQY&edm=AAYDq1YBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-5&oh=00_AYAf2dlF5V-RI2XlEPdFWMHG-4JfgyPPqqWhloyoQiGvIQ&oe=6667EB4F&_nc_sid=7f352c","adrianciber26","https://www.instagram.com/adrianciber26/","Excelente película 👏🏻👏🏻","https://www.instagram.com/p/C2TD3Upx1DX/c/17910244025806117/","19 sem","1 Me gusta","Responder","https://www.instagram.com/adrianciber26/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/429285786_879476753925538_5201782933659924618_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=MZmm1_IWM4sQ7kNvgEfAdN_&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYBa8k_fynW63XVYItjkWFT7njmcczLhlYVN55hlkoHU4A&oe=6667E710&_nc_sid=f5838a","nut.ninevanegas","https://www.instagram.com/nut.ninevanegas/","Llore mucho","https://www.instagram.com/p/C2TD3Upx1DX/c/18052451059492959/","19 sem","1 Me gusta","Responder","https://www.instagram.com/nut.ninevanegas/","Ver traducción"
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/117288996_767058287375991_4888783341035199824_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=aqn4G42P4QIQ7kNvgESLZRM&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYAvsdJRvswm6CCCSsTH29Ij51Ee45ati3buRWhhRiwSKQ&oe=6667C23A&_nc_sid=f5838a","marcosludevid","https://www.instagram.com/marcosludevid/","👏👏👏👏","https://www.instagram.com/p/C2TD3Upx1DX/c/18246319252243407/","19 sem","1 Me gusta","Responder","https://www.instagram.com/marcosludevid/",""
"https://instagram.fuio13-1.fna.fbcdn.net/v/t51.2885-19/296224334_736424014136947_1912328486196635197_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fuio13-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=HIJs9di-WfAQ7kNvgFPfVZK&edm=AId3EpQBAAAA&ccb=7-5&oh=00_AYBoC_cyS-z5T0Z1Z44o7nUB_G9nipfnKPwY0ZsYupVRrQ&oe=6667D8CC&_nc_sid=f5838a","ivonnejl85","https://www.instagram.com/ivonnejl85/","Emotiva","https://www.instagram.com/p/C2TD3Upx1DX/c/18034050691694093/","19 sem","1 Me gusta","Responder","https://www.instagram.com/ivonnejl85/",""
