"YQ4gaf src","GyeGK","vWB2ve","T7nuU","WHxBId","gjvCCd"
"https://lh3.googleusercontent.com/a-/ALV-UjV5qpgNXuuSvjun_QqZQdWKyZFOks_lJU2u7CUtk6EWuQ9mvWM=s128-d-cc-rp","Luisa Moreno","Hace 4 meses","Vaya película, woow lo que llore me metí mucho en la piel de cada uno. Es fenomenal. Y impresionante lo que les pasó..  siempre escuche de boca de personas mayores esta historia pero jamás había visto una película acerca de este tema. Muy fuerte .. Aparte que te deja muchas enseñanzas para tu vida. Sin palabras .. 🤗👏👏👏👏👏","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjVSnoGSMFXL1NtdTraYKhcgkrbaeafqz-EasmvqIbQMq9YP_kYh=s128-d-cc-rp","Eugenia García Martín","Hace 4 meses","No recuerdo la última vez que una película me impactó tanto. Es tan real, tan humana, tan respetuosa, tan empática. Te hace sentir humano.
Aún con tantas desgracias y muertes desoladoras, cuando termina, entendés que todo el tiempo se trató sobre la vida. La vida y el amor. La voluntad y la ética. Y el amor por los amigos.","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjXLkDyMlSHMYLzZNg4yioqro-lGgheapM0VwbINvum99qrQbIwpNQ=s128-d-cc-rp","Rita Padrón","Hace 5 meses","Estuve esperando por la película un buen tiempo, y aunque pensé que no podría ser más realista que ""Viven"", me encantó. Una historia hermosamente recontada, con detalles únicos y conmovedores. Merece todos los lauros y un doble mérito, por interpretar lo que ya sabemos, de un modo unico e inolvidable.","Esta opinión te resultó útil a ti y a otras 2 personas.","Esta opinión les resultó útil a 2 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjVGZE8ojcJRAVy9py_UL_2Tfj8F5YNXb4VtZcTqaQVxpPGO90EOQQ=s128-d-cc-rp","Julián Villanueva","Hace 5 meses","Esta película se metió en mi corazón. Realmente realista, impactante, desgarradora, punzante, atrapante y hasta divertida por momentos. Muestra el reflejo de lo uruguayo y llena de orgullo y cercanía. Sufrís con los personajes. Te hace subirte a ese avión con destino a Chile. La miraría una y otra vez.","Esta opinión te resultó útil a ti y a otras 7 personas.","Esta opinión les resultó útil a 7 personas."
"https://lh3.googleusercontent.com/a/ACg8ocJnWhXgAPuPQeznNjQZjLaLdK9tOt3YlE2xX4l0XKo3syG5Aw=s128-d-cc-rp","Enrique Riesgo García","Hace 4 meses","Acabo de verla y me ha parecido un peliculón. Actores, caracterización, fotografía, ausencia casi total de efectos digitales que se vean irreales.

A pesar de ser larga, de saber cómo acabó todo en la vida real, de momentos lentos, te atrapa, hace que te sientas ahí con ellos, no con los actores, sino con la gente que lo vivió.

Gracias por esta pequeña delicia, y suerte con el Óscar, merecido lo tiene todo el equipo.","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjWQlDUWkpKeZXl1GF_hJnTQ818KJGKMBy2pmkTiLhh-MmEwCLi-=s128-d-cc-rp","Penélope Arenales Sanz","Hace 5 meses","Es mucho mejor que Viven ya que cuenta toda la verdad, en cambio en viven hay ciertas cosas que no son verdad.
El accidente del choque del avión me ha parecido impresionante verlo en el cine.
El cameo del verdadero Nando Parrado cuando sale del aeropuerto como un pasajero más es muy bueno.","Esta opinión te resultó útil a ti y a otras 2 personas.","Esta opinión les resultó útil a 2 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjU5zvGDz9nyZnl_EXrY7lnDMjCIPUgGsVLX95m8H_2jHzCTzIVW=s128-d-cc-rp","TuCara MeSuena","Hace 4 meses","...","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjXJF8G4Vd-yirwffVRu-jHZBC-_NHHpV3rGjlaxAFqUq6cwEeBk=s128-d-cc-rp","Edward Bonilla","Hace 4 meses","Esta película nos enseña sobre la fe,  o no fe , el liderazgo,  el respeto,  el amor,  la miseria,  la dicha,  la empatia,  un poco de egoísmo en pro de todos,  el trabajo en equipo,  el desacierto y el acierto,  y mucho más. 
En definitiva,  creo que la película muestra en primera persona y de manera tan crudo como real, lo que es la vida y que si no se pelea,  simplemente quedas en la montaña.  
Excelente enseñanza que trasciende si es 100 % lo que se dijo o pasó allí.","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjUYrsNm5JQ5kBoY97HxE1TN6r5wvgTF9448CW5T2ti-zHRsiHK8=s128-d-cc-rp","Cami C","Hace 4 meses","La verdad es una película que me hizo llorar como pocas veces lloré en mi vida, en el final lloré con una mezcla de sentimientos que no puedo describir, sentí la angustia, desesperación y felicidad, creo que sentí lo que buscaban que el espectador sienta. Gran historia, que merece ser contada con el respeto que se hizo en esta película. 
Merece mucho reconocimiento.","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjW6GIm-58X60jACTJwumP3mFr5rMg6KXitw9wIXQAuOuh9Spg=s128-d-cc-rp","Marta Hernández Macías","Hace 4 meses","simplemente maravillosa. Lo que puede soportar y llegar a hacer el ser humano por sobrevivir… Esta película es increíble y lo demuestra muy muy bien. Debería verla todo el mundo, al menos una vez en la vida. Me ha encantado","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a/ACg8ocJl-DiCPzEeee-uYm6Cm7bKH-Jpfs2u7IhaM4o8KY-POCkYrQ=s128-d-cc-rp","annabel vargas","Hace 4 meses","Es una historia ya contada que ha sido puesta de nuevo en escena de manera impecable y la han contado como si fuera la primera vez. Excelente guion, fotografía y manejo de cámaras. Me conmovió hasta las lágrimas. En medio de la tragedia el milagro continuado de 72 días🤩","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjWdk8hge3sZGv_XXKNri-woQTQQYnSnCGKc-GAKonc2wh0PCb-1Tg=s128-d-cc-rp","Rubi L.","Hace 4 meses","Impresionante que pudieran captar no solo el tema de la dificultad que vivieron estos jóvenes en el glaciar, si no el emocional, logré empatizar con los personajes a un nivel que hace mucho no pasaba, lloré junto con ellos... Demuestra claramente lo difícil que fue vivir durante tanto tiempo en ese lugar al olvido de todos y la felicidad al lograr salir de ahí... ni siquiera la película anterior logró captar tanto mi atención.","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjVSAlAHO0aFgXYsg23_L8ma0lIyqH7zmbEJa93e4uYml_PNGiOM=s128-d-cc-rp","Mayra Mendez","Hace 4 meses","Se que para muchos es la primera pelicula que ven sobre esta historia, me impacto cuando lei la historia en national geografic al ser yo una adolecente, me impacto la primer pelicula que ví "" Viven"" y esta me impacta nuevamente. Tal vez para algunos es lenta pero no podemos imaginar lo lentos y eternos que fuerón esos días para esos muchachos. A la vez lo rapido que pasaban las horas con luz y llegaban las horas de la noche. Siempre lloro con esta historia.","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a/ACg8ocLn-f3ioAh1K7Dx1pY6CXZuz9P95-scK0vT17fo4Qn8o5c7HQ=s128-d-cc-rp","Melissa Perez","Hace 4 meses","Tremenda película, muy emocionante,  que te mantiene en tensión todo el tiempo.
Increíble las ganas de vivir y la perseverancia de los tripulantes del avión, cómo se apoyaban y se daban ánimos.
Me gustó la manera en que se contó la historia, además, la música encaja muy bien con las escenas y se muestran escenas preciosas de la cordillera.","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjVC5HSqQV8ARGTlHMwmHxJRyxwlL85c7RY05rpBMRt0K_pxvL4=s128-d-cc-rp","Maria Jesus Yegler Jimenez","Hace 5 meses","Impactante , estremecedora, durisima . Una película q deja huella en la mente y en el.alma . Los personajes están retratados fielmente a los reales . Soy de Granada , muy orgullosa de q gran parte de esta película se rodara en Sierra Nevada . Bayona, genio de nuestro cine!!! Se merece el Óscar con todas sus letras !!! 🙌🍀","Esta opinión te resultó útil a ti y a otras 9 personas.","Esta opinión les resultó útil a 9 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjXPOH-7kIgKXUTS6M1UZyhru2mTaoArKR5fIqRkZ2A-_LSUNOPh=s128-d-cc-rp","august santos","Hace 5 meses","Maravilloso Bayona!!!
Directos al Oscar. 
Un 11 sobre 10 en puntuación global.
Excelente música, montaje, fotografía y puesta en escena soberbia. Sensacionales imagenes de los Andes. 15 minutos  finales dignos de la pelicula, una sensibilidad especial que llega directo al cuore.","Esta opinión te resultó útil a ti y a otras 4 personas.","Esta opinión les resultó útil a 4 personas."
"https://lh3.googleusercontent.com/a/ACg8ocJUYcy2Pzt3VGXsQSXJmp6ShRU7Hj4Mrh8Rl2J2w2GDVKOa9A=s128-d-cc-rp","Pablo Acevedo","Hace 3 meses","a mi me encanto la pelicula muy buena la desesperacion se siente tan rea  l es  como estuvieras con los sobrevivientes  su desesperacin para salir de los andes es  real  la escena mas triste para mi fue la muerte de numa  por que era un personaje muy importante para los sobrevivientrs para darles fuerza a los demas para segir adelante su frase en la carta  no hay amor mas grande que e lqueda da la vida por sus amigos es muy bonito  porque lleno de espenza a nando y a roberto para buscar ayuda","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjUgRvwUihfgiTt44Dyhh4qmMTn3iHwPIA64JG9LLra1DG-p4QM=s128-d-cc-rp","Brian Camejo","Hace 4 meses","Sin duda esto es un peliculón. Que sin perder el foco en la tragedia se centra mucho en los personajes  y en el vínculo entre ellos. Además se hace bastante incapié en cómo era la vida de los pibes antes y después del accidente. Y sobre todo en el conflicto principal comer carne humana para sobrevivir. Una maravilla de película q ni bien tengan la oportunidad de verla veanla","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocIRAiGJif4DM6_B_5ET8ggAK5l5JjKWOjCS8VO_ByDZT4h_cg=s128-d-cc-rp","Pilar Cativiela","Hace 4 meses","Graciasss por esta joya. Los personajes tienen un nivel y una calidad humana superior. Esto si es resiliencia y motivación para seguir adelante pese a todo. La película preciosa y cuidadisima . Un canto a la amistad y a la convivencia en situaciones extremadamente duras.","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjXiEN-F0rPOh0uxepJR1ChOuNCyKc6gRZcs2tDAd9eMjbFxi6jx=s128-d-cc-rp","luis fernando lopez","Hace 5 meses","Película muy buena, con escenas al más puro estilo de su director, en las que destaco el momento del impacto del avión y uno de los aludes. Impresionante como maneja la falta de aire. Ingenio, a la hora de contar con un narrador de la historia que no es de los supervivientes finales. En los Goya espero que barra, y en los de Hollywood, lo mismo le cae una estatuilla. Bayona ha vuelto hacer lo imposible, en una historia que tenía mucho de posible","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjVcKIcSy2nhw0MedBY1OfZhUpk7IYaER3r5l4XICLpkmPbU-9-l0g=s128-d-cc-rp","Daniel Pellejero","Hace 3 meses","Espectacular película, muestra de una manera más cercana lo que vivieron los uruguayos en la tragedia de los Andes y como la voluntad humana y el trabajo en equipo puede con las grandes adversidades, hay detalles que no se cuentan en la película o que se omitieron de algunos hechos pero no le quita la escencia a esta obra maestra. Felicidades muy buena película.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocLXPVItc8bgKxIrzp1TiZH5S6dYcsV6B2XL7MawzoRO9vXuYQ=s128-d-cc-rp","Melanie González","Hace 2 meses","Es una muy buena película y muchísimo mejor que su versión antigua Bueno es que yo no sabía que existía una película de los 90 de esta historia Es aterradoramente realista y demuestra que el humano haría cualquier cosa para sobrevivir y para que los demás también vivan aunque eso implique comerse a ellos mismos Tienen momentos muy buenos de tensión, buenas actuaciones y buenas efectos especiales El  mayor acto de amor es sacrificar la vida por los demás","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocJIcyCgs5vHkkht8pguQr3APZIn3ygHIfjat9XAatUj4nZLLw=s128-d-cc-rp","Atr Tron","Hace 5 meses","Espectacular. Ya había leido el libro y visto la versión de ""Viven"" pero en esta ocasión el director consigue que te metas en el alma de los supervivientes., con una puesta en escena magnífica y unas actuaciones de los actores impecable. Dura pero estupenda. No te dejará indiferente.","Esta opinión te resultó útil a ti y a otras 2 personas.","Esta opinión les resultó útil a 2 personas."
"https://lh3.googleusercontent.com/a/ACg8ocLJyr0LdqzifdWZn0ciu9msfvSUlxIqrvsJEqR3ZdX0cyZ8Gg=s128-d-cc-rp","Juan Etchegoren","Hace 4 meses","Visualmente impactante. Esteticamente es una mezcla de Delicatessen, película de zombies y Rescatando al soldado Ryan. Tiene contrastes notables entre los momentos de monotonía propios de la situación con las explosiones de adrenalina de los eventos disruptivos. Bien actuada, entretenida, emocionante y muy recomendable para ver en cine.","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjW952p9Faz24mG2FW5PskVXrNMiNTp3aLx1qScoqXVkute47bU=s128-d-cc-rp","Alfredo Reyes Taucher","Hace 5 meses","Me pareció estupenda película de un gran director,
Muestra la crudeza de los hecho desde un punto realista y dramático, la elección de los actores también ya que se parecen más a el estereotipo de uruguayo/a, y sus interpretaciones magistrales.
Esta película nos acerca mucho más a la realidad de los hechos de aquel trágico 1972 para nuestros compatriotas.
Realmente la recomiendo👍","Esta opinión te resultó útil a ti y a otras 4 personas.","Esta opinión les resultó útil a 4 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjWu4XZf2VVMFyHeGI4e_oD0_U_y5CAWOYx9j7svl5QmsHOOkgg=s128-d-cc-rp","alexandra ungur","Hace 3 meses","A mi personalmente me encantó!Hay que estar en el pellejo de esas personas para juzgar.Al fin y al cabo somos animales!!!Me encanta la película,ya la he visto dos veces y seguro que la volveré a ver! Bravo J.A. Bayona.Muy buen trabajo.","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a/ACg8ocIiXzexMoMxxA3oznw2PNDa7LnBjBPHKTDHmYujN-4R8sY45Q=s128-d-cc-rp","Josefina Fernandez","Hace 4 meses","Una película que te envuelve desde principio a fin y te ayuda a entender la experiencia tan dura y dramática de esos grandes héroes. Historia con un alto componente emocional donde se elevan los valores de compañerismo, amistad, lucha y supervivencia extrema.
Me ha gustado mucho.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjX6IR0CydKwZq_SOiaOeP-YTxXqFN-8hSUMdQAl_lvE6fkpk3kw1w=s128-d-cc-rp","Teresita Garcia","Hace 4 meses","...","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjXGyj_vVzY35DjQOcmGcSPt8QXqg98DfvdSgjhtj4T2_K_OpO5P=s128-d-cc-rp","MLN 2992","Hace 4 meses","Muy buena película.. Más aya de una película, pensar ..que en realidad fue real ..da miedo que desesperación.. tristeza..desesperanza ..
Qué duro lo que vivieron esas personas ...
Esta película la recomiendo.. y sirve para reflexionar en la palabra: Amor hacia las demás personas ...y luchar por querer vivir y también entender la voluntad de Dios y la vida..
Aveces dejamos pasar el tiempo y no estamos valorando lo que tenemos o en si la misma vida...","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjXdVuM5wyqrQO6Dn1jf4KQ5a2zas5xNbxbnQpSx9sgYqT0jsizm=s128-d-cc-rp","Maria angeles Auqui pozuelo","Hace 3 meses","Estoy segura de que esta es una de las mejores películas que voy a ver si no es es toda mi vida en mucho tiempo, maquillaje, guion , montaje producción, actores... TODO increíble.
Una gran película que nos ayuda a conocer un poco mas de la tragedia que tuvieron que pasar hace tiempo.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjUqFXEYIvCUe3n2Wc_Q3DYsJTYHpohpAqC6aHLHP6idMXMFUPWY=s128-d-cc-rp","Javier Restrepo Isaza","Hace 4 meses","Un aplauso de pie, a estos actores reí, lloré y me enamoré. Numa el personaje narrador me trasladó a esta dramática historia basada en la vida real. Y hasta entendí más allá de toda duda  su posición para sobrevivir, pues la vida es preciosa, y la amistad es muy fuerte y vale diamante","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjVA1BuWqwaqkGWu4vwVaZmEyXt78DabVWbaztusBCPOztYXGys=s128-d-cc-rp","Joaquin Castellanos Benítez","Hace 5 meses","Para los que si y para los que no la vieron, es recomendable indagar, documentarse sobre las opiniones, sobre lo que nos contaron, tras cientos de comentarios, durante mas de 50 años, ellos mismos los supervivientes, para así poder valorar esta obra maestra, el mensaje divino, sublime, solidario, sobretodo la reflexión humanitaria que ofrece esta gran película con un relato real y extraordinario de lo que sucedió, mis felicitaciones.
Amen","Esta opinión te resultó útil a ti y a otras 2 personas.","Esta opinión les resultó útil a 2 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjVxGQ1rE6Esl-VdCkjM1BHZLL_nqkmyZXgfYc-scehQneY1E4FF=s128-d-cc-rp","veto meana","Hace 4 meses","Una película preciosa, conmovedora hasta el alma, como si conocieras de toda la vida a cada uno de esos chicos de aquel avión. Al terminarla de ver me dejó el sentimiento de haber vivido una experiencia con ellos, y hasta siento que los extraño de alguna manera. Lo que se transmite se logró, humanizar lo sucedido","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjUyO_RHQfCNZD2bW5tleN-_enNzA0k7zdCDbn1Aho_fWuUbV3Qv=s128-d-cc-rp","Cristian David Lemes Cancela","Hace 3 meses","Me hicieron revivir lo que he leído y escuchado desde niño. Soy Uruguayo y esto... la tragedia, el dolor, la locura, la alegria cuando estaban (algunos) vivos, y la llegada a Carrasco, se vivió en cada hogar. Mi hice hincha del Old  Cristians por este hecho. La vi... y recordaba a mis padres que ya no están... que eran mis relatores de lo ocurrido. No teníamos TV en casa la radio y sus comentarios eran lo qué se escuchaba y por supuesto el diario del domingo","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocLSW1lIw5HvI9UUcsPkBuP4u1TdYdxKobLefrRptcMAmXzPTg=s128-d-cc-rp","Nerea Marcos gonzalez","Hace 4 meses","La película más conmovedora que he visto en mi vida,me hizo ponerme en el lugar de casa uno de ellos,la trama es impresionante....la verdad que me ha creado un impacto a nivel emocional muy grande! Me ha tenido en tensión las 2 h y media que dura ...sin duda la mejor película de Bayona con diferencia alguna....INCREIBLE.","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjXJLkYZYxWEMXiCQZHkS048VC7umao0dwu0IM3aqZxmzgiTg58=s128-d-cc-rp","Martina D","Hace 2 meses","...","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocKiMgDAArBtGP5Wh-64wGM0qhdx32nr66eGu9isz9B2fzF0Eg=s128-d-cc-rp","Arantza Masquepelis","Hace 3 meses","Es una película conmovedora. 
Narra la tragedia del accidente aéreo en Oct de 1972 con todo tipo de detalles y resaltando la buena relación y convivencia entre ellos.
Se ve como salieron adelante y como consiguen sobrevivir finalmente. 

Me ha gustado mucho. 



Me h


Ññ","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjVAH0zGZ-6UUBzT2VBS3OXJlkLizyl8g3m7aHXuxRU6r4nxctYT=s128-d-cc-rp","Marta Marijuan","Hace 5 meses","Buena, muy buena. Escenas que impactan, instantes tiernos, convivencia, empatía,..puedes sentir su frío y su miedo. No sé si eran héroes pero lo que sí está claro es que eran un equipo. La importancia de la juventud, de la motivación, del deporte como físico y espíritu . El claro el hombre en busca de sentido","Esta opinión te resultó útil a ti y a otras 5 personas.","Esta opinión les resultó útil a 5 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjWi3mejVMO_Y42GZTLUvvOtVvBUr41sCBnb772NTLQ_MwtvLXXC=s128-d-cc-rp","cristian salinas","Hace 3 meses","Muy bien narrada, excelente actuación, muy buen maquillaje, ya que hizo ver muy real los fallecidos, y como quedaron físicamente los que lograron sobrevivir, lo único que se les escapó en la narración para que fuera perfecta es, que se diera a conocer un poquito más de la vida de cada personaje, pero el final muy bien logrado me emocioné hasta las lágrimas, y eso es difícil lograr en mi.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocIZ9q-KXL1J-vJ8coBYvEMXsWEal636a7AifUJOCGzScTxNlQ=s128-d-cc-rp","Grecia PÉREZ","Hace 4 meses","Es simplemente espectacular, una dirección completamente profesional y maravillosa, los actores plasman perfectamente esa emotividad de cada uno de los sobrevivientes y algo que le da las cinco estrellas, es la perfecta secuencia que siguen en la película, el desgaste de cada uno de los actores, el maquillaje; el hecho de que la película fuera grabada CRONOLÓGICAMENTE es espectacular y la investigación que se llevó a cabo. Se merece el óscar a mejor película internacional.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocLNcDxfiNe0MUeFK4cP0nZODmQv8vfmC6FxAVqm1dMITL19Jg=s128-d-cc-rp","Marcel Dominguez","Hace 4 meses","Una versión sensacional desde el punto de vista narrativo y cinematográfico de esta historia real. Nos acerca a lo que sintieron sus protagonistas como no se había hecho hasta ahora, y los actores desconocidos de muy buena actuación, logran que nos sumerjamos más aún en sus vivencias.","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjXvaTRhKA_oWO-SORvsPJSklcZVTVSiyjaXeGLkLnpBQ8H_4wc=s128-d-cc-rp","Franko Bravo","Hace 4 meses","Excelente película, aunque ya se había contado es una historia que te mantiene atrapado de principio a fin. Quede en shock 10 minutos después de la película. Es muy fuerte, dios bendiga a todos esas personas. Ahora valoro más la vida","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjUdRDy-VVJrcPQp_xfEdmGlPZUbCpgGJCuh-g5x4aHl0dyOpmQr=s128-d-cc-rp","Catalina Palma.","Hace 4 meses","Desgarradora, humana, desesperante y esperanzadora, al mismo tiempo que al mostrar tantas emociones y pensamientos lo hace colarse en tu alma y corazón para sentir lo que ellos sintieron. Las actuaciones, escenarios, diálogos, TODO 10/10. Me encanta que sea en español y que no tenga actores reconocidos.","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjUopym5WlqLKlZZu1BmNSTVdTN3esjbkzW1vTvvop42iFuqK3Tb=s128-d-cc-rp","Mariana Aristizabal","Hace 4 meses","Sin palabras, una obra maestra! El guion, la actuación, la fotografía , el storytelling , la música.. impecable.

Gracias a todo el equipo por plasmar esta historia de la forma en que la hicieron y a Pablo por dar voz a la perspectiva de cada una de las personas involucradas y plasmarlas en el libro","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjWpBN7BLmo1xI327_JDCOvfn7w9DYrajbfUEfFegB4MPqJ2eJwTMw=s128-d-cc-rp","Patricia Duran","Hace 4 meses","Es impresionante el papel de los actores. Se siente tan real el sufrimiento que vivieron los involucrados que uno pasa con un nudo en el corazón. Aparte en familia pensábamos qué haríamos y qué no o quién si y quién no. Hasta pensábamos que echar en la maleta por un ""si acaso"". Impactante, digna de verse y reflexionar.","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a/ACg8ocIS5whBgrhJpZGssJoqtyAWPrE-GsGpRlFnHw0Sltj4E3AINA=s128-d-cc-rp","Boye Papa Djibril Malick","Hace 4 meses","La película está muy bien montada, narra muy bien la historia, creo que es una buena manera de transmitirle a los jóvenes la tragedia que paso hace 52 años en los Andes. Un aplauso a todos por esta gran película, seguramente la película se te va ha hacer lenta pero es tan buena que hasta te hace llorar.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjVnIky51OPQbQ9SMQe40E8I73zlOFTGhnKihkZzftLVkXGNCEc=s128-d-cc-rp","Inma Rguez.","Hace 5 meses","Espectacular Bayona como siempre. Emocionante, realista y mucha sensibilidad. Paisajes increíbles. Me impactó y conmovió como cada superviviente va afrontando la situación tan extrema y bien reflejado el shock después. Recomendable 100%. Preciosa música!","Esta opinión te resultó útil a ti y a otras 4 personas.","Esta opinión les resultó útil a 4 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjWOhtW6AZWyZeDDYn9YnnrTxSqYD34fSghHk-aMuo_oeDjVrbrXyg=s128-d-cc-rp","Marcela Harmour","Hace 4 meses","Me encantó.  Fue un hecho que me impacto de chica y aún hoy, me conmueve ver como se lucha por sobrevivir.  Destaco la fotografía,  imágenes,  dialogos, lo wue se diche y lo que esta implicito en los silencios! Detalles. Super recomendada!","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a/ACg8ocLtVQuGphofO_lYBolVW8eZQF_6-5dmJ6GmGvIBrhMgnBMAJw=s128-d-cc-rp","Adriana Lopez","Hace 5 meses","He leído el libro muchas veces, recuerdo la noticia cuando era una niña, he visto Viven muy buena película, está me pareció más emocionante, me hizo sentir su dolor y angustia al ver morir a sus amigos, la desesperación por sobrevivir, es otra mirada de esa gran tragedia y a la vez ese milagro de sobrevivir a pesar de todo","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a/ACg8ocISN6vzFBhXlBS7dnmeZUxJ6CqETfVNyzXFdFswqUGBfAixDg=s128-d-cc-rp","andrea de mello","Hace 4 meses","Espectacular, desgarradora, .. humana.
Relata con muchísimo cuidado, respeto y sensibilidad lo que tuvieron que pasar los sobrevivientes.
La comunión y unión de unos jóvenes que no tuvieron más remedio que hacer lo imposible para salir adelante
Una película que no hay que dejar de verla y reflexionar sobre ella y el milagro de los Andes.","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjUDDAi3hD6pe6oPiUtkC5dVUaouCoybnw9bbMG7S1IqjghTgkW9=s128-d-cc-rp","Alvaro Ellacuría D.","Hace 4 meses","Espléndida. Grandiosamente filmada. Interpretaciones insuperables. Aún sabiendo el final, sorprende y emociona al máximo. Una película que explora la sensibilidad humana, no pudiendo ser más conmovedora.
Llena de arte, probablemente, del séptimo arte. 
España -y Latinoamérica- demuestran que si quieren, pueden tratar de tú a tú al mejor cine norteamericano.","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
