"YQ4gaf src","GyeGK","vWB2ve","T7nuU","WHxBId","gjvCCd"
"https://lh3.googleusercontent.com/a-/ALV-UjWdn7AcRMrNizprnXcmtKuanV7-njGDbHfMiIoTNIvQpAJy2EH9=s128-d-cc-rp","jorge galian","Hace 4 meses","No voy ni por la mitad de la película, y todavía no entiendo cómo es que hay alguien que fuma no usaron el encendedor para prender fuego","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocJK3qX90brbbYqphud9eidjq3LvTCv4vw0xV9ZkjiCJJxfrJg=s128-d-cc-rp","Mary Rodríguez","Hace 4 meses","Me pareció una película demasiado grotesca que le quitó todo sentido de lo que realmente debe haber sentido estas personas me quedo con la película 1","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a-/ALV-UjURMmCPlC_yaXdq2W7hXkfo_a9CSU8Eu1om3E_LQbp901PU-8Xr=s128-d-cc-rp","Martin Pastrello","Hace 5 meses","Malísima. No le llega ni a los tobillos a VIVEN. Pésimo guión, pésima dirección... Nada que rescatar","Esta opinión les resultó útil a ti y a otra persona.","Esta opinión le resultó útil a 1 persona."
"https://lh3.googleusercontent.com/a/ACg8ocIUwlqC1taMh5RCK5Td_Pb53MX40_WWYnp4ziJFUVbxdJWoDA=s128-d-cc-rp","Antonio Castaño","Hace 5 meses","No nos gustó.
La película de Viven es mucho mejor que esta, una imitación de pelicula muy mala.","Esta opinión te resultó útil a ti y a otras 8 personas.","Esta opinión les resultó útil a 8 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjVDQ1gI1o7rnmOVK7c1jV9hIZ3zG4oIPO53zfa_yvdJSC4bdA5z=s128-d-cc-rp","Cristian Ybarrola","Hace 4 meses","Historia ya muy desgastada. Ya hasta resulta cansador escuchar lo mismo","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjXzIocwu2SLG6kwpuwp60CSZWh4Te97TG5cNvF1ZgQjUVZzgyz2=s128-d-cc-rp","CriCa LoSo","Hace 5 meses","Una adaptación de ¡Viven! De 1993 , a ver si esta tan buena como la original","Esta opinión te resultó útil a ti y a otras 2 personas.","Esta opinión les resultó útil a 2 personas."
"https://lh3.googleusercontent.com/a-/ALV-UjX6R1Ft1AmoRn9yH0xiPO4VFp8jdE4VmaAmUoH_TdqEQNH37SwaFg=s128-d-cc-rp","Bryan Bolaños Aguilar","Hace 4 meses","No le faltó nada para ser un capítulo de la Rosa de Guadalupe, demasiado dramática, muy poco convincente, me quedó con VIVEN.","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocIsc1gJ0KPI5sB_UR8ipEHUQr_yLv9q1h5U3WrUgnOu1sMpcw=s128-d-cc-rp","Gustavo Abel Clausi","Hace 4 meses","Vi 2 peliculas del tema antes..y esta version? Es la peor de todas( actuacion) y muy bien filmada","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjX_OwfQoI0MerjGF3tbUEOK7596bAMAgpV5eROYDsfSHpyEuu8=s128-d-cc-rp","isaias vazquez estrella","Hace 2 meses","Prefiero la película ""Vivos"" 

Se que hay diferencias en cuanto a los hechos reales, pero la primera me parece más ocionante y emotiva","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a/ACg8ocLioCOiikRSJCZCUsWsZSzjR2KkTxCEGiidTYjZjgs8EiI0Hw=s128-d-cc-rp","Luis Pérez","Hace 3 meses","Fallos y más fallos, como el padre nuestro versión de ahora.
Sonido: muy malo","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjU0kitTZhCktSkswthXVbLGwN-ND6lWJl159mJPkzImSt4D93Q=s128-d-cc-rp","Eusebiu marius Albu","Hace 4 meses","Que conocimiento pueden tener de no hacer un fuego para tigarillos si tenía","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjWUNPVn0Pxl7QfJ1SKd-ciYxDGH9Y2BNdUwwl0B49C0h2SzApqc=s128-d-cc-rp","Anubis Mann","Hace 4 meses","Esta película solo les ""impacta"" a los descerebrados de esta generación de cristal woke que no saben que es un refrito de la película de 1993 llamada ""Viven"".","Esta opinión te resultó útil.","¿Te resultó útil esta reseña?"
"https://lh3.googleusercontent.com/a-/ALV-UjW3O-Fv7Ec4DB3ipkH-A7be2bnW_fjFxLBsmNNuxxT0bCSrr0b7=s128-d-cc-rp","Caballos Argentinos","Hace 5 meses","Mala.. Pesada.. Poco emotiva.. VIVEN la supera por MUCHOO!","Esta opinión te resultó útil a ti y a otras 2 personas.","Esta opinión les resultó útil a 2 personas."
