wiI7pd,comentarios_traducidos
excelentes instalaciones,"Terrible, disastrous attention, they made us return to the house on three occasions, indicating that my wife had not yet dilated, my baby was born in the house due to the negligence of all these people who do not know how to do their job and that I do not explain in detail."
me parece que el número convencional para información de este hospital  san francisco es lamentablemente ridículo ya que no contestan solo funciona la grabación y el momento que se va a poner el número de extensión vuelve otra vez la,terrible care in pediatric emergency they take the data but there is no nurse in the triage area to prepare the patient we have to wait more than half an hour for triage when there are no patients waiting we approach the
la peor atención a las personas más de 32horas en emergencia y no son capaces de entregar un resultado para ver si es operación o no la gente se puede morir en su sala de espera y les vale un huevo ni un suero para aguantar y quieren que,terrible care in pediatric emergency they take the data but there is no nurse in the triage area to prepare the patient we have to wait more than half an hour for triage when there are no patients waiting we approach the
pésima nefasta atención nos hicieron regresar a la casa en tres ocasiones indicando que mi esposa aún no dilataba mi nena nació en la casa por negligencia de toda esta gente que no sabe hacer su trabajo y eso que no explico con detalles,modern hospital
seguramente uno de los peores hospitales de el país el área de emergencia empezando por afuera familiares esperando en el frío con sillas rotas guardia déspota y enfermeras y médicos practicantes pagar aportes por un suero es una estafa,"very good care in the pediatric hospitalization area, both nurses were very kind, warm and empathetic, the care included exams, medications and food for the child and his companion, even appointments"
pésima atención en emergencia pediátrica toman los datos pero no hay enfermer en el área de triaje para la preparación del paciente nos toca esperar más de media hora para el triaje cuando no hay pacientes en espera se le aborda al,"Terrible attention, I have been waiting for more than three hours for them to attend to us and nothing they attend to is saturating low and not in giving oxygen what a shame to deduct our insurance there if they are good"
muy buena atención en el área de hospitalización de pediatría tanto  enfermeras fueron muy amables cálidos y empáticos la atención incluyó exámenes medicamentos y alimentación para el niño y su acompañante incluso citas,Even though the same problems happen over and over again there never seems to be any improvement every time the lab goes down it's a real nightmare the check-in kiosks are piled up today one is out of service
pésima atención llevo más de tres horas esperando q nos atiendan y nada q atienden encima esta saturando bajo y no  en dar oxígeno q pena para descontar nos del seguro ahí si son buenos,"terrible care from the pediatric triage, the nurse on duty at night, very unfriendly and impertinent, they almost did not attend to my son with a high fever, according to her, she was just one, my son got worse apart from a"
pesima atención  desde el triaje pediátrico la enfermera de turno en la noche  muy antipática e impertinente  casi no le atienden a mi hijo con una fiebre alta segun ella era una  nada más mi hijo empeoró aparte  con una,"It seems to me that the conventional number for information about this San Francisco hospital is unfortunately ridiculous since they do not answer, only the recording works and the moment the extension number is going to be put, the noise comes back again."
que tristeza que personas que hicieron juramentos de velar y cuidar a los enfermos sean una  ser humano deberian hacer otra cosa es especial estos dres cesar castillo suquilanda y el dr proaño duran juan carlos estar en emergencia es lo peor que nos puede pasar la gente se muere en emergencia y no les importa,"How sad that people who took oaths to watch over and care for the sick are human beings, they should do something else, these Drs Caesar Castillo Suquilanda and Dr Proaño Duran Juan Carlos, being in an emergency is the worst thing that can happen to us, people die. in emergency and they don't care"
hoy fui atendida en el hospital san francisco exámenes de laboratorios  gracias muy buena atención  pese a que es  inmensamente grande la cantidad de pacientes  incluso  muchos jovenes y niños que no pagan nada y va en desmedro de esta,"Today I was treated at the San Francisco hospital, laboratory tests, thank you very good care despite the fact that the number of patients is immensely large, including many young people and children who do not pay anything and it is to the detriment of this"
noce si no hay control aqui en elhospital san francisco de asis que desde ayer le tengo a mi suegra con la pierna rota y no hacen nada por ingresarle adentro durmio en la area de espera en una silla y asta hora ya son las 10 de la mañana,"I know if there is no control here at the San Francisco de Asis hospital, since yesterday I have had my mother-in-law with a broken leg and they do nothing to admit her inside. She slept in the waiting area in a chair and now it is 10 in the morning."
pésimo servicio en el área de emergencia el personal administrativo  y guardias groseros  le negaron la atención a un paciente que estaban super mal  que no podía ni caminar del dolor por el hecho de que pese a que está  voluntaria le faltaban 4 días y no tenía fiebre espero no tener que regresar nunca,"the worst experience of my life in an emergency room, my girlfriend had appendicitis and it took 18 hours to give us the diagnosis
After many exams they tell us that they cannot care for us there."
un hospital que no sirve para nada solo dejan a los pasientes tirados en una esquina con un suero por 6 horas y los guardias muy antipáticos ven que las personas se desmayan y solo voltean la mirada,"a hospital that is useless, they only leave the patients lying in a corner with an IV for 6 hours and the very unfriendly guards see that people faint and just look away"
"la peor experiencia de mi vida en una sala de urgencias mi novia tenía apendicitis y se demoraron 18 horas en darnos el diagnóstico
después de muchos exámenes a lo que nos dicen que no nos pueden atender ahí","Terrible service in the emergency area, the administrative staff and rude guards denied care to a patient who was in a very bad condition who could not even walk due to pain due to the fact that even though she is a volunteer, she was missing 4 days and did not have a fever, I hope never have to return"
pésima atención por la persona que entrega el turno para ser ingresado la pésima limpieza se ven en los pasillos las capas que ponen sucias incluso de sangre no se tiene personal de enfermería un paciente tiene que atenderse solo que,"The care in this hospital is terrible, I would rate them with zero but it can't be done. My mother was admitted yesterday for emergencies, she lacked oxygen. We were admitted at 2 in the afternoon and until 6pm they never attended to her. We complained to the"
la atención en este hospital es pesima les calificara con cero pero no se puede mi mamá el día de ayer ingreso por emergencias le faltaba el oxigeno ingresamos a las 2 de la tarde y hasta las 6pm nunca la atendieron se les reclama al,"horrible attention, we will be forced to work without pay and it is even scary to ask someone something"
un lugar donde no tienen sentido de urgencia ni humanidad desde los guardias un pésimo trato en triage las enfermeras no tienen ni idea de lo que hacen no saben tomar signos vitales no tienen los implementos necesarios para atender a,"a hospital where 100 is contributed monthly and sometimes even more, they have terrible attention from the pseudo-professional guards, terrible diagnoses 0 in a sense of urgency you have to arrive more dead than alive to"
horrible atención nos  se les obligará a trabajar y sin sueldo y da hasta miedo preguntar algo a alguien,terrible attention from the person who gives the shift to be admitted the terrible cleanliness you can see in the hallways the cloaks that are dirty even with blood there is no nursing staff a patient has to be cared for alone
un hospital donde se aporta mensualmente  100 y a veces hasta más tienen una pésima atención desde los guardia pseudoprofesionales  pésimos diagnósticos 0 en sentido de urgencia tienes que llegar más muerto que vivo para,"Terrible attention, I took my wife for an emergency since she was very bad in terms of health, it took 1 hour to take vital signs and there were no people, the lady's response was that no, she still did not reflect my name"
pésima atención lleve a mi esposa por emergencia ya que estaba muy mal en cuanto a salud se demoraron 1 hora para la toma de signos vitales y sin haber personas la respuesta de la señorita es que no todavía no le reflejaba el nombre de mi,"a place where they have no sense of urgency or humanity from the guards, terrible treatment in triage, the nurses have no idea what they are doing, they do not know how to take vital signs, they do not have the necessary implements to care for"
hay más guardias que personal médico parece que entramos a una prisión no disponen de insumos medicinas habitaciones el personal de seguridad no tiene la más mínima empatía se creen dueños  muy mal servicio,"Good evening, I have been waiting for emergency care for more than four hours from the doctor from office 1 who apparently has to attend to me. I asked him at 1800 pm and he informed me that there were three patients before me. It is already 2056 pm and I am still waiting to make matters worse. ask again and answer rudely"
buenas noches llevo más de cuatro horas esperando la atención por emergencia el dr del consultorio 1 que aparentemente me tiene que atender se lo pregunté a las 1800pm y me informo que habían tres pacientes antes de mi ya son 2056 pm y sigo esperando para colmo se le vuelve a preguntar y contesta grosero,"There are more guards than medical staff, it seems like we are entering a prison, they do not have supplies, medicines, rooms, the security staff does not have the slightest empathy, they think they are the owners, very bad service."
"la atención es paupérrima
desde triaje hasta los doctores de emergencia
se ponen bravos por decirles que atiendan más rápido se las pasan en las redes","We went in as an emergency due to a very high blood pressure rise in my mother 218103 and they kept us waiting for 1 hour and a half and to make matters worse she was not attended to so I had to take her to another place, terrible service, terrible staff, they are not at their jobs."
entramos por emergencia por una subida de presión altísima de mi madre 218103 y nos tuvieron a la espera por 1 hora y media y para colmo no fué atendida  por lo que me tocó llevarle a otro lugar pésimo servicio pésimo personal no están en sus puestos de trabajo,"The truth is, I feel disappointed about half an hour ago. I returned home from the San Francisco hospital in Quito without attending to me. We went to the emergency room. I had chest pain in my arm and dizziness. I am diabetic and hypertensive. They didn't want my"
si pudiera le doy 100 de calificación pedimos profesionales pésima antencion pésimos diagnósticos no tienen ni idea de lo que hacen diagnosticaron cáncer  una inyección por 300 y por lo pésimo de su servicio fui a una,"Terrible care, patients with fractures can go without care for more than 15 days, what kind of administration do they have and they say that health professionals are disgusting, that's what they give"
pesima atención pascientes con fracturas pueden estar más de 15 días sin atención que clase de administración tienen y se dicen profecionales de la salud asco es lo que dan,If I could I would give it a 100 rating. We ask for professionals. Terrible attention. Terrible diagnoses. They have no idea what they are doing. They diagnosed cancer with an injection for 300 and because of the terrible service I went to a
la verdad me siento decepcionado hace una media hora me regresé del hospital san francisco en quito a casa sin atenderme fuimos a emergencias un dolor en el pecho en el brazo y mareos soy diabético e hipertenso no querían que mi,"They take too long to attend to an emergency, they do not allow family members to enter, dying of cold outside, I returned to my husband without being attended to because I could not stand the pain anymore."
"falta atención no
puede ser que uno con emergencia espere 5 o 6 horas para que lo atiendan hospital desordenado pésima  todo el iess malo remalo medicinas dolo paracetamol e ibuprofeno","lack of attention
It may be that one with an emergency waits 5 or 6 hours to be attended to. The hospital is disorganized. Terrible."
se demoran demasiado en atender una emergencia no dejan ingresar a los familiares muriendo de frío afuera regresé con mi esposo sin que lo atendieran porque no aguantaba más el dolor,"They go from bad to worse, emergency care is terrible, there are no doctors available and in many cases there is only one for so many people, and they cancel medical appointments overnight even when they have already been scheduled for months."
cada vez van de mal en peor la atención en emergencias es pésima no hay médicos disponibles y en muchos de los casos hay uno solo para tanta gente además cancelan citas medicas de la noche a la mañana incluso cuando ya están agendadas de hace meses,"the attention is very poor
from triage to emergency doctors
They get angry for telling them to answer faster, they spend it on the networks"
cómo todo lo que tiene que ver con el seguro de este país pésimo la atención groseros desde los guardias los doctores médicos y demás personal creo que mejor atención y trato de recibe en el camal que en ese lugar mi madre tenía un cirugía,"How everything that has to do with the insurance of this country is terrible, the rude attention from the guards, the doctors and other personnel, I think that better attention and treatment is received in the hospital than in that place my mother had a surgery"
hay una tipeja que toma los signos vitales que no atiende apropiadamente se le explica la situación y aún así  no urgente un asco de servicio esta gente debería de ser despedida pero creen que es gratis y no no es gratis la atención son unos pseudo profesionales de profesionales no tienen nada,"There is a woman who takes vital signs who does not attend properly, the situation is explained to her and even then it is not urgent, the service is disgusting. These people should be fired but they think it is free and it is not, the attention is not free, they are pseudo-professionals of professionals. they have nothing"
muy deficiente el trato que se da a los familiares de los hospitalizados si bien es cierto que sólo pueden dejar ingresar un visitante por paciente me parece ilógico y hasta un atropello a los derechos humanos pues no hay el debido,"The treatment given to the relatives of those hospitalized is very poor, although it is true that they can only allow one visitor per patient, it seems illogical to me and even an attack on human rights since there is no due"
"parece que están sin ganas de atender y creen que hacen el favor o el gran sacrificio de atender a las personas
en fin pésima atención","Terrible care, I was in the emergency room with a guarded prognosis and in such an exam, drawing blood, they left the needle in, dripping blood, all because they were worried about the sample tube. Can you imagine that when you were with"
es un gran hospital la  todo en los últimos 5 años de gobierno es la falta de personal de salud la deficiente administración el poco presupuesto para medicinas ausencia de control y gestión en el mantenimiento de los equipos e,"It is a great hospital. The main thing in the last 5 years of government is the lack of health personnel, poor administration, little budget for medicines, lack of control and management in the maintenance of equipment and"
la atencion medica es buena pero deberia mejorar en algunos aspectos y en algunos  personal de guardiania e hidratacion,so that this emergency if the attention is super lousy
atención pésima estuve en emergencia con un pronóstico reservado y en un examen tan  sacar sangre me dejaron la aguja metida chorreando sangre todo por preocuparse por el tubo de muestra se imaginan eso cuando uno estaba con,"For the resources they have and the salary they pay to the employees in the hospital, they have been managed relatively well. I have been through several family emergencies and the care is relatively good."
para que esta emergencia si la atención es súper pésimo,"If it were not for its emergency room, which is very slow and depends on the attention of the hospital doctors so that they can care for their members in their remaining time, their attention would be very good."
necesito hablar por teléfono con alguien del hospital y nunca contestan,"The attention in this state establishment leaves much to be desired, the poor treatment of the user, the indifference and arrogance are the main actors on the part of the staff who work on the site."
para los recurso de los que disponen y el sueldo que les pagan a los empleados en el hospital relativamente bien se han manejado he estado por varias emergencias de familiares y la atención es relativamente buena,Medical care is good but should be improved in some aspects and in some security and hydration personnel
si no fuera por su sala de emergencia que es muy lenta y depende de la atención de los médicos del hospital para que ellos atiendan a sus afiliados en su tempo que les queda seria muy buena su atención,I need to speak to someone at the hospital on the phone and they never answer.
la atención en este establecimiento del estado deja mucho que desear el mal trato al usuario laindiferencia y prepotencia son actores principales por parte del personal que labora en el sitio,"It says that the location of this site is on Junín Street, it is wrong, if this remains to be imprisoned, gentlemen of Google, please delete this location on Junín Street, it seems that someone purposely put a duplicate of this site on"
dice que la ubicación de este sitio es en la calle junín es erróneo si esto queda por carcelen señores de google por favor eliminen está ubicación en calle junín  parece que alguien puso a propósito un duplicado de este sitio en,"I was at the open house and the hospital treats chemical waste and polluting waste, they were exposing some companies with which they work, the same ones that reported what the means and"
estuve en la casa abierta y me  el hospital trata los desechos químicos y los desechos contaminantes  estaban exponiendo algunas  empresa con las que trabajan  las mismas que informaban  cuáles son los medios y,excellent service thank you always like this thank you
excelente atención gracias siempre así gracias,"In this hospital, the service is first class, the rooms are super clean and modern, the devices they work with are state-of-the-art. The only thing I don't like is that they don't give much information about the patients and they make you wait."
en este hospital el servicio es de primera la habitación super aseadas y modernas los aparatos con que trabajan de última tecnología lo único que no megusts es que no dan mucha información acerca de los pacientes y te hacen esperar,"It seems that they are unwilling to serve and believe that they are doing the favor or the great sacrifice of serving people.
in short, terrible attention"
la atención en emergencias es deficiente las veces que entré he logrado  pasan el tiempo sobre todo los doctores especialistas y no atienden de manera oportuna aunque exista espacio y personal libre en derivaciones,"Terrible emergency care, they leave patients waiting for hours and then say that they don't care there, it's a shame that from our contribution comes the salaries of people who have no vocation with zero empathy for patients."
pésima atención en emergencia dejan a los pacientes esperando horas  para luego decir que eso no ño atienden ahí una pena que de nuestro aporte salgan los sueldos de personas que no tienen vocación  con cero empatia por los pacientes,"The emergency care is deficient. The times I have gone in, I have managed to spend time, especially the specialist doctors, and they do not provide care in a timely manner even though there is free space and staff in referrals."
pésima atención asistimos con mi esposo que es paciente renal con fiebre dolor de pecho tos escalofríos y no nos quisieron atender según porque saturamos bien llegamos al batán luego de una hora de espera nos atendieron diciendo que,"The attention of the medical staff is very good, unfortunately the advisory service frequently fails, which causes discomfort mainly in older adults who require outpatient consultation."
pésima atención lleve a mi niña de 4 meses y mi niño 4 años con dolor y diarrea  no tenían fiebre no los atendieron después de 6 horas me dicen que no es emergencia porque no tienen fiebre que espere 24 horas me fui de hay sin atención,Terrible care. I took my 4-month-old girl and my 4-year-old boy with pain and diarrhea. They did not have a fever. They were not treated after 6 hours. They told me that it is not an emergency because they do not have a fever. I waited 24 hours. I left without any attention.
"mala experiencia quería un certificado médico para presentar en el trabajo porque tengo síntomas de covid pero esperé 1 hora para que solo me tomen los signos vitales y me digan que me vaya al batán o cotocollao
solo quería un certificado para el trabajo por dios","bad experience I wanted a medical certificate to present at work because I have covid symptoms but I waited 1 hour for them to only take my vital signs and tell me to go to the fulling mill or cotocollao
I just wanted a certificate for work for God's sake."
fue decepcionante ayer martes desde la 1320 ingrese a mi hijo recién al triage 1630 y me quedé hasta las 1900 porque  que solo hay un solo médico y muchos niños con tanta dolencia que no fueron atendidos mi hijo fue con,"It was disappointing yesterday, Tuesday, from 1320, I admitted my son to triage 1630 and I stayed until 1900 because there is only one doctor and many children with so many illnesses that they were not treated, my son was with"
la atención del personal médico es muy buena lamentablemente el servicio de asesores falla frecuentemente lo que causa malestar principalmente en adultos mayores que requieren consulta externa,"Terrible service, I arrived at 6pm in the afternoon, it's 3am in the morning and I'm still waiting for service."
pésima atención llegué a las 6pm de la tarde son las 3am de la madrugada y sigo esperando atención,excellent atention
son inhumanos se tanto tiempo aportando mi madre para que le manden paracetamol y ni siquiera realizan una adecuada valoración de los pacientes ahora mi madre está internada en otra casa de salud particular ya que el dicho seguro social casi me deja morir,"poor service to the public in the department that receives the medical certificates to be legalized, the two gentlemen there treat people with no respect, I was there and one of them yelled at a lady, he did not receive the document and he treated her badly, they are public servants. and are due to the users"
muy buena atención,"They are the best professionals, especially in emergencies, they act quickly. I was blessed to have gotten there when I needed it. They saved my life."
mala atención al público en el departamento que recibe los certificados médicos para ser legalizados los dos señores de ahí tratan a la gente con nada de respeto estuve ahí y el uno le grito a una señora no le recibió el documento y la trató mal son servidores públicos y se deben a los usuarios,"Terrible service, we went with my husband who is a kidney patient with fever, chest pain, cough, chills and they did not want to attend to us because we were saturated well, we arrived at the batán after an hour of waiting they attended to us saying that"
son los mejores profesionales especialmente en emergencias actúan rápido  se debe fui bendecida al haber llegado allá cuando lo necesite  allí me salvaron la vida,"They are inhumane, my mother spent so much time sending her paracetamol and they don't even carry out an adequate evaluation of the patients. Now my mother is admitted to another private health home since the aforementioned social security system almost let me die."
los doctores jóvenes que ni saben los protocolos las señoritas de admisión que no saben lo que es una emergencia y creen que tienen más poder que los doctores más practicantes que médicosun relajo todos por todo lado y después el covid es porque se sale a la callevergüenza,"the young doctors who don't even know the protocols, the admission ladies who don't know what an emergency is and believe they have more power than the doctors who are more practical than doctors, everyone is relaxed everywhere and then the covid is because they go out into the street, shame"
buenos días nuevamente cambio  anterior ya que fui atendida telefónicamente entendiendo que tienen un número excesivo de llamadas y lógicamente es  también me fue posible arreglar cambio cita médica por lo que agradezco enormemente y felicito su pronta atención,terrible attention to image information the worst of the worst and urology they do not know how to treat their patients they are rude and rude especially with older adults
pésima atención en información imagen lo peor de lo peor y urología no saben tratar a sus pacientes son groseros y groseras especialmente con adultos mayores,good morning again previous change since I was assisted by telephone understanding that they have an excessive number of calls and logically it was also possible for me to arrange a change of medical appointment for which I greatly appreciate and congratulate your prompt attention
si pudiera calificar a este centro de salud hablando por pediatría la calificación de este sería de 0 las demás areas serían de una a maximo dos estrellas los dispensarios del ministerio de salud pública son un lujo el mejor de todos,"If I could rate this health center speaking for pediatrics, its rating would be 0. The other areas would be from one to a maximum of two stars. The dispensaries of the Ministry of Public Health are a luxury, the best of all."
"los doctoresdoctoraslicenciadasalgunas enfermeras y  amables
pero los señores guardias totalmente cerrados y no entienden razones ni se toman","the doctorslicensed doctorssome nurses and kind
but the guards are completely closed and do not understand reasons nor do they take"
estamos en emergencia con mi familiar angela maria ruiz alcivar en este momento y esta que se muere del dolor porque parece que tiene apendicitis y estos del iess nada que nos atienden estamos en el san francisco y resulta que nos tienen a,"We are in an emergency with my relative Angela Maria Ruiz Alcivar at this moment and she is dying of pain because it seems that she has appendicitis and these people from IESS have nothing to do with us, we are in San Francisco and it turns out that they have us"
es muy triste e indignante lo que voy a contar de este centro de salud mi madre fue ingresada por emergencia la madrugada del 8 de agosto sobre las dos de la mañana a lo cual ella llega con un fuerte dolor de estómago pero las personas,It is very sad and outrageous what I am going to tell about this health center. My mother was admitted by emergency in the early morning of August 8 around two in the morning to which she arrived with severe stomach pain but the people
"indignante
son las 11 de la noche y mi abuelita a punto de tener un infarto nos ingresan a una sala para hacerle un electrocardiograma llega un medico y por preguntar si","The care is good as far as possible, the doctors do their best but people believe that they always have priority"
los ascensores no sirven y se necesitan para traslado de pacientes que no pueden subir gradas por reciente cirugía,The elevators do not work and are needed to transport patients who cannot climb stairs due to recent surgery.
la atención es buena dentro de lo q cabe los médicos hacen su mejor esfuerzo pero la gente cree q siempre tiene prioridad,due to emergency since 11am and at 3:20pm we still haven't been attended to at the death hospital
por emergencia desde las 11am y siendo las 1520 aún no somos atendidos hospital de la muerte,Yesterday there was a very serious patient and they did not admit him to the hospital. He has peritonitis. He is a young man with a desire to live but the hospital has him outside even though they gave him the treatment. I ask for a little solidarity that they admit him to a San Fransisco hospital bed. Quito
ayer esta un paciente muy grave y no le dan ingreso al hospital esta con peritonitis es un joven con ganas de vivir pero el hospital lo tiene afuera por mas que le dieron el tralado pido un poquito de solidaridad que lo ingresen a una cama hospital san fransisco de quito,"Despite the waiting lines for my appointments, the service is excellent and has the necessary supplies"
"excelente atención  médicos muy profesionales y sobre todomuy humamos 
mucho aseola sugerencia que tengo es una cafeteríael espacio está allíademas muy linda vistapero no hay servicio",hospital emergency fast and friendly attention the problems take a while to attend to but they solve the problems efficiently
emergencia del hospital atención rápida y amable las escualidades se demoran un poco en atender pero solucionan los problemas de manera eficiente,They send me to Batan or Cotocollao knowing that the roads are closed for the bicycle race.
a pesar de las filas de espera para mis turnos la atención es excelente y tiene los insumos necesarios,"wrong location on the map appears on junin street, the san francisco del iess hospital is on jaime roldos avenue, jail sector"
me envian al batan o cotocollao sabiendo q estan cerradas las vias por carrera de bicicletas,"outrageous
It's 11 at night and my grandmother is about to have a heart attack. They admit us to a room to do an electrocardiogram. A doctor arrives and when we ask if"
ubicacion erronea en el mapa aparece en calle junin   el hospital san francisco del iess es en la av jaime roldos sector carcelen,terrible service long lines
pésima atención largas colas,"No one answers the hospital phones, the lack of dedication of the staff is incredible. I need urgent information. I'm already calling for an hour and no one answers."
nadie contesta los telefonos del hospital  es increible la falta de entrega del personal  necesito informacion urgente ya voy una hora de llamada y nadie contesta,"Terrible service in every sense, loutish and disrespectful guards, dirty wards and rooms and doctors who seem to suck at life."
pésimo servicio en todo sentido guardias patanes e irrespetuosos salas y habitaciones sucias y médicos que parece que les apesta la vida,"Good evening, please, from Ibarra, an emergency patient is traveling, is she affiliated with the IESS, is the hospital in a position to receive her?"
buenas noches por favor de ibarra viaja una paciente de urgencia es afiliada al iess si esta el hospital en condiciones de recibirla,"Medical care is acceptable if you are insured, but care is slow and they don't usually treat you quickly."
está bastante bien provisto para sus especialidades brinda una buena atención los empleados son amables y el lugar está bien mantenido en ambiente y limpieza,"In this hospital they will treat you in emergencies, gentlemen, security guards, because there are no doctors, there is terrible attention, terrible service"
para mi el peor hospitao con pesima atencion,For me the worst hospital with terrible attention
la atención médica es aceptable si estas asegurado pero la atención es lenta y no te suelen atender rapido,"If the care is good, there is only medicine"
en este hospital le atenderán en emergencias señores guardias de seguridad porque médicos no hay pésima atenciónpésimo servicio,"All afternoon spending money to make an appointment and they never answered me, unfortunate"
si es buena la atención solo lo hay medicinas,"Terrible service, serious cases arrive and they are not able to deal effectively"
toda la tarde gastando saldo para pedir una cita y nunca me contestaron lamentable,terrible I've been going since 12 and they select the patients by color code or by relationship of someone who works inside I'm still waiting for the attention that all Ecuadorians deserve
pésimo servicio llegan casos graves y no son capaces de atender con eficacia,"It is quite well stocked for its specialties, provides good service, the employees are friendly and the place is well maintained in terms of environment and cleanliness."
rapida atencion  en las mañanas antes de las horas  e inmediata respuesta,"excellent medical care, very professional and above all, very caring 
A lot of cleanlinessThe suggestion I have is a cafeteriaThe space is thereIt also has a very nice viewBut there is no service"
terrible voy desde las 12 y les seleccionan a los pacientes x código d color o x parentesco de alguien q trabaje adentro sigo esperando la atención q merecemos todos los ecuatorianos,"one of the best works of the IESS, congratulations to the boss"
las instalaciones son muy bonitas sin embargo la atención no es 5 estrellas,"lousy lousy service
Bad information for a certificate, no matter what, I'm already spending 3 hours just waiting for the certificate and I can't go to rest."
una de las mejores obras del iess  felicitaciones a la jefe,"The facilities are very nice, however the service is not 5 stars."
"pesimo pesimo el servicio
mala informacion por un certificado no disen ni quien da ya voy 3 horas solo esperando el certificado y no puedo retirarme a descansar","The disgusting telephone service hangs up and leaves you unattended, you have to prepare yourself with a minimum balance of 10 to call these inept people"
el asco de atención telefónicacuelgan y dejan sin atención uno hay que prepararse con 10 de saldo mínimo para llamar a estos ineptos,excellent hospital has good care and strict covid control
10 horas para poder ser atendido,Quick attention in the mornings before hours and immediate response
excelente hospital tiene una buena atención y un control estricto del covid,"In a hospital, care has improved a lot in 2018. Outside, there is a lack of parking spaces."
un hospital  la atención ha mejorado mucho en este 2018 en el exterior hace falta lugares de parqueo,I had a surgery
tuve una cirugia,"Terrible attention and deplorable service
no system and no information for the user"
"pésima atención y servicio deplorable
sin sistema y nada de información para el usuario","The place is new, the attention is always there, you have to arrive with a knife stuck in your chest to be attended to. I am referring to emergencies."
el lugar es nuevo el  siempre es la atención hay que llegar con un cuchillo clavado en el pecho para que te atiendanme refiero a emergencias,You have to wait a long time to be treated in an emergency
hay que esperar mucho tiempo para que le atiendan en una emergencia,10 hours to be attended to
buena atención y hay buenos profesionales,good service and there are good professionals
la peor atención y los doctores pésimos,the worst care and the lousy doctors
realmente pésimo uno llama alzan el teléfono y cuelgan creo que las personas que trabajan contestando no son lo suficientemente capacitados,really bad one calls they pick up the phone and hang up I think the people who work answering are not trained enough
buenas tardes quisiera saber si estan cogiendo personal para limpieza y donde hay que dejar la carpeta gracias,"Good afternoon, I would like to know if you are hiring cleaning staff and where to leave the folder, thank you"
estuve desde las 9 pm hasta el otro día y no me atendieron que malos no me gusta,"I was there from 9 pm until the next day and they didn't help me, how bad I don't like it"
pésima atención por parte de enfermería en cuidados,terrible attention from nursing in care
buena atención del personal médicomucha gente,good care from the medical staffmany people
hospital limpio con excelentes profesionales,clean hospital with excellent professionals
ola juan pablo si tu tienes ami mamá porfavor dime donde esta,"Hi Juan Pablo, if you have a friend, mom, please tell me where she is."
desde el ingreso pésima imágen los guardias son unos altaneros,new hospital very hygienic and good staff
nuevo hospital muy higiénico y buen personal,new hospital very hygienic and good staff
estoy desde las 7am asta ahorira y no me atienden 1 pm,I'm here from 7am until now and they don't help me at 1pm
muy buena atencion  super buenos los doctores,"very good care, super good doctors"
muy bueno y basil,very good and basil
muy buenos,very good
exigen que los acompañantes pasen la noche con los pacientes en una silla no es justo,requiring companions to spend the night with patients in a chair is not fair
falta prestarle atencion al servicio,the kindness and attention towards the very grateful user
la amabilidad y la atención hacia el usuario muy agradecido,very slow attention
muy lenta la atencio,it's a good hospital
es buen hospital,excellent very good service
además de ser médicos son tambien amigos de los pacientes,"In addition to being doctors, they are also friends of patients."
exelente muy buena atención,"If I like it, it's perfect"
si me gusta está perfecta,The attention is very good
la atención es muy buena,"It's a shame that the address is not at hand, very bad."
una pena q no este a la mano la direccion muy mal,Lack of attention to the service
los hospitales del iess son los mas modernos del país,IESS hospitals are the most modern in the country
lo mejor en atenciónel iess y sus nuevos hospitales,the best in carethe iess and its new hospitals
muy bien,"I'm here twice, it's good"
ya estoy aquí por dos ocasiones es bueno,very good
buena atención de médicos y personal,good care from doctors and staff
esa no es la dirección está mal el mapa,that is not the address the map is wrong
muy grande,very big
buenos profesionales de la salud,good health professionals
atención cálida y profesional,warm and professional attention
muy divertido,very funny
atendimiento muy demorado,good
muy bnbn gracias,hospital with excellent service
la atención es mala no la,excellent professionals
bien,medical negligence
hospital con excelente servicio,"attention is bad, not"
una excelente atención,excellent care
excelentes profesionales,Fast attention
negligencias medicas,medical appointments
atención rápida,Very delayed service
citas médicas,very good thanks
porque no les interesa el estado de las personas deben estar cansados de lidiar con lo mismo que se han vuelto insensibles,excellent attention
la atencion excelente,"Because they are not interested in the state of people, they must be tired of dealing with the same thing that they have become insensitive to."
buen hospital muy limpio la gente es acogedora,with the norm
con la norma,"good hospital, very clean, people are welcoming"
normal,social security hospital
hospital de seguridad social,"Terrible service in the physiotherapy referral area, she arrived more than 30 hours early to be able to go to the appointment and the girl takes a long time to verify the appointments; additionally, if you do not have sponsors, they do not give you a terrible appointment, even when I was waiting, a nurse asked her to give a patient a shift"
pesimo servicio en el área de derivación de fisioterapia llegó con más de 30 hora antes para podet pasar a la cita y la chica se demora en verificar los turnos  adicional si no tienes padrinos no te dan turno pésimo  incluso cuando estuve esperando una enfermera le pidio que le ingrese un turno a un paciente,social security hospital
"no hay suficientes ascensores y los mismos son muy pequeños no todo el personal es amable de repente les hace falta un curso de relaciones humanas
preguntar bien porque si se puede ingresar con vehículo para personas con  lo malo es que suele estar lleno el parqueadero","There are not enough elevators and they are very small. Not all the staff are friendly. Suddenly they need a human relations course.
ask well because if you can enter with a vehicle for people, the bad thing is that the parking lot is usually full"
