wiI7pd,comentarios_traducidos
es una belleza el lugar y la atención un poquito de paciencia y listo,It is a beauty the place and attention a little of patience and ready
nos atendieron muy bien,They attended us very well
atienden rápido fui por emergencia,They attend quickly I was by emergency
me gusta  y atención del personal,I LIKE AND STAFF ATTENTION
la unidad de clowns sysa hqsur es lo máximo,The clowns sysa hqsur unit is the maximum
esperemos que siga así con una buena atención al publicó siempre,Hopefully continue like this with good attention to the published always
muy moderno y excelente atención,very modern and excellent attention
limpio y el parqueadero es grande,clean and the parking lot is large
excelente muy buena atención,excellent very good attention
todo lo del iess,All of the IESS
la atención fue aceptable,The attention was acceptable
buena atención y buenas instalaciones,Good attention and good facilities
buena,buena
pésimo servicio,terrible service
es muy buena,it's very good
aceptable,acceptable
excelente atención,excellent attention
atención buena,Good attention
excelente hospital,Excellent hospital
atención rápida en emergencias,Quick Emergency Attention
iess para el sur de quito,IESS for the south of Quito
excelente lugar,excelente lugar
es un asco,It is disgusting
felicitaciones,congratulations
la atención,attention
moderno hospital,Modern Hospital
a pesar de que los mismos problemas ocurren una y otra vez nunca parece haber mejoras cada vez que el laboratorio deja de funcionar es una auténtica pesadilla los quioscos de facturación están amontonados hoy uno está fuera de servicio,Although the same problems occur over and over again there are improvements every time the laboratory stops working is an authentic nightmare. Billing kiosks are piled up today one is out of service
excelentes instalaciones,excellent facilities
me parece que el número convencional para información de este hospital  san francisco es lamentablemente ridículo ya que no contestan solo funciona la grabación y el momento que se va a poner el número de extensión vuelve otra vez la,It seems to me that the conventional number for information from this San Francisco Hospital is unfortunately ridiculous since they do not answer only the recording works and the time that the extension number will be set back again the
la peor atención a las personas más de 32horas en emergencia y no son capaces de entregar un resultado para ver si es operación o no la gente se puede morir en su sala de espera y les vale un huevo ni un suero para aguantar y quieren que,The worst attention to people more than 32 hours in emergency and are not able to deliver a result to see if it is operation or not people can die in their waiting room and they are worth an egg or serum to endure and they want me to
pésima nefasta atención nos hicieron regresar a la casa en tres ocasiones indicando que mi esposa aún no dilataba mi nena nació en la casa por negligencia de toda esta gente que no sabe hacer su trabajo y eso que no explico con detalles,Lousy disastrous attention made us return to the house three times indicating that my wife still did not delay my baby was born in the house for negligence of all these people who do not know how to do their job and that I do not explain with details
seguramente uno de los peores hospitales de el país el área de emergencia empezando por afuera familiares esperando en el frío con sillas rotas guardia déspota y enfermeras y médicos practicantes pagar aportes por un suero es una estafa,Surely one of the worst hospitals in El País the emergency area starting outside relatives waiting in the cold with broken chairs Déppota and nurses and practicing doctors pay contributions for a serum is a scam
pésima atención en emergencia pediátrica toman los datos pero no hay enfermer en el área de triaje para la preparación del paciente nos toca esperar más de media hora para el triaje cuando no hay pacientes en espera se le aborda al,Lounting attention in pediatric emergency they take the data but there is no nursing in the triage area for the preparation of the patient we have to wait more than half an hour for the triage when there are no patients waiting
muy buena atención en el área de hospitalización de pediatría tanto  enfermeras fueron muy amables cálidos y empáticos la atención incluyó exámenes medicamentos y alimentación para el niño y su acompañante incluso citas,Very good attention in the Pediatrics hospitalization area both nurses were very friendly and empathic. The attention included medicines and food exams for the child and their companion even appointments
pésima atención llevo más de tres horas esperando q nos atiendan y nada q atienden encima esta saturando bajo y no  en dar oxígeno q pena para descontar nos del seguro ahí si son buenos,Lousy attention I have more than three hours waiting for us to attend us and nothing that they attend is saturated under and not to give oxygen what a shame to discount us from the insurance there if they are good
pesima atención  desde el triaje pediátrico la enfermera de turno en la noche  muy antipática e impertinente  casi no le atienden a mi hijo con una fiebre alta segun ella era una  nada más mi hijo empeoró aparte  con una,Weighing attention from the pediatric triage The nurse on duty at the very unfriendly and impertinent night almost does not serve my son with a high fever according to her was just my son my son worsened apart with a
que tristeza que personas que hicieron juramentos de velar y cuidar a los enfermos sean una  ser humano deberian hacer otra cosa es especial estos dres cesar castillo suquilanda y el dr proaño duran juan carlos estar en emergencia es lo peor que nos puede pasar la gente se muere en emergencia y no les importa,"What sadness that people who made oaths to ensure and care for the sick are a human being should do something else, these Drs Cesar Castillo Suquilanda and Dr Proaño Duran Juan Carlos being in emergency is the worst thing that people can happen to usin emergency and they don't care"
hoy fui atendida en el hospital san francisco exámenes de laboratorios  gracias muy buena atención  pese a que es  inmensamente grande la cantidad de pacientes  incluso  muchos jovenes y niños que no pagan nada y va en desmedro de esta,Today I was attended at the San Francisco Hospital Laboratory exams thanks to very good attention despite the fact that the number of patients even many young and children who do not pay anything is immensely and is in the detriment of this
noce si no hay control aqui en elhospital san francisco de asis que desde ayer le tengo a mi suegra con la pierna rota y no hacen nada por ingresarle adentro durmio en la area de espera en una silla y asta hora ya son las 10 de la mañana,I know if there is no control here in the Hospital San Francisco de Asis that since yesterday I have my mother -in
pésimo servicio en el área de emergencia el personal administrativo  y guardias groseros  le negaron la atención a un paciente que estaban super mal  que no podía ni caminar del dolor por el hecho de que pese a que está  voluntaria le faltaban 4 días y no tenía fiebre espero no tener que regresar nunca,"Lousimo service in the emergency area, administrative staff and rude guards denied the attention to a patient who were super bad that he could not walk from pain due to the fact that he is voluntary, he lacked 4 days and had no fever I hopehave never"
un hospital que no sirve para nada solo dejan a los pasientes tirados en una esquina con un suero por 6 horas y los guardias muy antipáticos ven que las personas se desmayan y solo voltean la mirada,A hospital that only serves nothing left to the interns thrown in a corner with a serum for 6 hours and the very unfriendly guards see that people pass out and only turn their eyes
"la peor experiencia de mi vida en una sala de urgencias mi novia tenía apendicitis y se demoraron 18 horas en darnos el diagnóstico
después de muchos exámenes a lo que nos dicen que no nos pueden atender ahí","The worst experience of my life in an emergency room my girlfriend had appendicitis and took 18 hours to give us the diagnosis
After many exams to what they tell us that they cannot attend us there"
pésima atención por la persona que entrega el turno para ser ingresado la pésima limpieza se ven en los pasillos las capas que ponen sucias incluso de sangre no se tiene personal de enfermería un paciente tiene que atenderse solo que,Lousy attention by the person who delivers the turn to be admitted the lousy clean
la atención en este hospital es pesima les calificara con cero pero no se puede mi mamá el día de ayer ingreso por emergencias le faltaba el oxigeno ingresamos a las 2 de la tarde y hasta las 6pm nunca la atendieron se les reclama al,The attention in this hospital is pepper will qualify them with zero but you cannot my mother yesterday admission to emergencies lac
un lugar donde no tienen sentido de urgencia ni humanidad desde los guardias un pésimo trato en triage las enfermeras no tienen ni idea de lo que hacen no saben tomar signos vitales no tienen los implementos necesarios para atender a,"A place where they have no sense of urgency or humanity from the guards a lousy treatment in Triage, nurses have no idea what they do do not know how to take vital signs do not have the necessary implements to serve"
horrible atención nos  se les obligará a trabajar y sin sueldo y da hasta miedo preguntar algo a alguien,horrible attention will be forced to work and without salary and even fear something to someone
un hospital donde se aporta mensualmente  100 y a veces hasta más tienen una pésima atención desde los guardia pseudoprofesionales  pésimos diagnósticos 0 en sentido de urgencia tienes que llegar más muerto que vivo para,A hospital where 100 is contributed monthly and sometimes even more they have a bad attention from the pseudoprofesional guardians
pésima atención lleve a mi esposa por emergencia ya que estaba muy mal en cuanto a salud se demoraron 1 hora para la toma de signos vitales y sin haber personas la respuesta de la señorita es que no todavía no le reflejaba el nombre de mi,Lousy attention takes my wife for emergency since it was very bad in health
hay más guardias que personal médico parece que entramos a una prisión no disponen de insumos medicinas habitaciones el personal de seguridad no tiene la más mínima empatía se creen dueños  muy mal servicio,"There are more guards than medical personnel, we seem to enter a prison they do not have supplies medicine rooms, security personnel do not have the slightest empathy"
buenas noches llevo más de cuatro horas esperando la atención por emergencia el dr del consultorio 1 que aparentemente me tiene que atender se lo pregunté a las 1800pm y me informo que habían tres pacientes antes de mi ya son 2056 pm y sigo esperando para colmo se le vuelve a preguntar y contesta grosero,"Good evening I have been waiting for emergency care for more than four hours, the DR of the office 1 that apparently has to attend to me at 1800pm and I informed that there were three patients before me are already 2056 pm and I still waitAsk again and answer rude"
"la atención es paupérrima
desde triaje hasta los doctores de emergencia
se ponen bravos por decirles que atiendan más rápido se las pasan en las redes","Attention is very poor
From triage to emergency doctors
They get brave to tell them that they serve faster they pass them on the networks"
entramos por emergencia por una subida de presión altísima de mi madre 218103 y nos tuvieron a la espera por 1 hora y media y para colmo no fué atendida  por lo que me tocó llevarle a otro lugar pésimo servicio pésimo personal no están en sus puestos de trabajo,"We entered through an upper pressure rise from my mother 218103 and they were waiting for us for 1 hour and a half and to top it off, I was not attended by what I had to take to another very bad place personal service are not in their jobs"
si pudiera le doy 100 de calificación pedimos profesionales pésima antencion pésimos diagnósticos no tienen ni idea de lo que hacen diagnosticaron cáncer  una inyección por 300 y por lo pésimo de su servicio fui a una,"If I could give you 100 qualification, we ask for professionals lous"
pesima atención pascientes con fracturas pueden estar más de 15 días sin atención que clase de administración tienen y se dicen profecionales de la salud asco es lo que dan,Weight care patients with fractures may be more than 15 days without care that kind of administration have and say prophecional health is what they give
la verdad me siento decepcionado hace una media hora me regresé del hospital san francisco en quito a casa sin atenderme fuimos a emergencias un dolor en el pecho en el brazo y mareos soy diabético e hipertenso no querían que mi,The truth is I feel disappointed half an hour ago I returned from the San Francisco hospital in Quito home without attending to emergencies an arm pain in my arm and dizziness I am diabetic and hypertensive did not want my
"falta atención no
puede ser que uno con emergencia espere 5 o 6 horas para que lo atiendan hospital desordenado pésima  todo el iess malo remalo medicinas dolo paracetamol e ibuprofeno","Missing attention no
It may be that one with emergency expects 5 or 6 hours to serve it all the bad hospital all the bad iesss stands medicines paracetamol and ibuprofen"
se demoran demasiado en atender una emergencia no dejan ingresar a los familiares muriendo de frío afuera regresé con mi esposo sin que lo atendieran porque no aguantaba más el dolor,They take too long to attend an emergency they do not let relatives die from cold outside I returned with my husband without taking care of it because I couldn't take the pain anymore
cada vez van de mal en peor la atención en emergencias es pésima no hay médicos disponibles y en muchos de los casos hay uno solo para tanta gente además cancelan citas medicas de la noche a la mañana incluso cuando ya están agendadas de hace meses,Every time they go from worse the emergency attention is lousy there are no doctors available and in many cases there is only one for so many people also cancel medical appointments overnight even when they are already scheduled for months ago
cómo todo lo que tiene que ver con el seguro de este país pésimo la atención groseros desde los guardias los doctores médicos y demás personal creo que mejor atención y trato de recibe en el camal que en ese lugar mi madre tenía un cirugía,How everything that has to do with the insurance of this lousy country the rude attention from the guards the medical doctors and other staff I think that better attention and treatment to receive in the camal that in that place my mother had a surgery
hay una tipeja que toma los signos vitales que no atiende apropiadamente se le explica la situación y aún así  no urgente un asco de servicio esta gente debería de ser despedida pero creen que es gratis y no no es gratis la atención son unos pseudo profesionales de profesionales no tienen nada,There is a dye that takes the vital signs that does not attend properly explains the situation and yet not urgently an disgust of service These people should be fired but believe that it is free and not free attention is attention are some pseudo professionals of professionals of professionalsThey have nothing
muy deficiente el trato que se da a los familiares de los hospitalizados si bien es cierto que sólo pueden dejar ingresar un visitante por paciente me parece ilógico y hasta un atropello a los derechos humanos pues no hay el debido,Very poor treatment given to the relatives of the hospitalized although it is true that they can only let a visitor enter by patient seems illogical and even an outrage to human rights because there is no due
"parece que están sin ganas de atender y creen que hacen el favor o el gran sacrificio de atender a las personas
en fin pésima atención","It seems that they are wanting to attend and believe that they do the favor or the great sacrifice of serving people
In short, lousy attention"
es un gran hospital la  todo en los últimos 5 años de gobierno es la falta de personal de salud la deficiente administración el poco presupuesto para medicinas ausencia de control y gestión en el mantenimiento de los equipos e,It is a great hospital La Todo in the last 5 years of government is the lack of health personnel The poor administration budget for medicines absence of control and management in the maintenance of equipment and
la atencion medica es buena pero deberia mejorar en algunos aspectos y en algunos  personal de guardiania e hidratacion,Medical attention is good but should improve in some aspects and in some guardian and hydration staff
atención pésima estuve en emergencia con un pronóstico reservado y en un examen tan  sacar sangre me dejaron la aguja metida chorreando sangre todo por preocuparse por el tubo de muestra se imaginan eso cuando uno estaba con,"Lousy attention I was emergency with a reserved prognosis and in such an exam, they left my needle getting dripping blood for worrying about the sample tube imagine that when one was with"
para que esta emergencia si la atención es súper pésimo,so that this emergency if the attention is super lousy
necesito hablar por teléfono con alguien del hospital y nunca contestan,I need to talk to someone from the hospital and never answer
para los recurso de los que disponen y el sueldo que les pagan a los empleados en el hospital relativamente bien se han manejado he estado por varias emergencias de familiares y la atención es relativamente buena,For the resource of those available and the salary that employees pay in the hospital relatively well they have been handled for several family emergencies and the attention is relatively good
si no fuera por su sala de emergencia que es muy lenta y depende de la atención de los médicos del hospital para que ellos atiendan a sus afiliados en su tempo que les queda seria muy buena su atención,If it were not for its emergency room that is very slow and depends on the care of the hospital doctors so that they attend their affiliates in their tempo that their attention would be very good
la atención en este establecimiento del estado deja mucho que desear el mal trato al usuario laindiferencia y prepotencia son actores principales por parte del personal que labora en el sitio,The attention in this establishment of the State leaves much to desire the bad treatment of the user the indifference and arrogance are main actors by the personnel working on the site
dice que la ubicación de este sitio es en la calle junín es erróneo si esto queda por carcelen señores de google por favor eliminen está ubicación en calle junín  parece que alguien puso a propósito un duplicado de este sitio en,"He says that the location of this site is on Junín Street, it is wrong if this remains for jercen Google gentlemen please eliminate this location in Junín street it seems that someone put on purpose a duplicate of this site in"
estuve en la casa abierta y me  el hospital trata los desechos químicos y los desechos contaminantes  estaban exponiendo algunas  empresa con las que trabajan  las mismas que informaban  cuáles son los medios y,I was in the open house and the hospital treats chemical waste and polluting waste were exposing some company with which the same ones that report what the media and
excelente atención gracias siempre así gracias,Excellent attention thanks always thanks
en este hospital el servicio es de primera la habitación super aseadas y modernas los aparatos con que trabajan de última tecnología lo único que no megusts es que no dan mucha información acerca de los pacientes y te hacen esperar,In this hospital the service is first the super and modern room the devices with which the only thing that does not megusts work is that they do not give much information about the patients and make you wait
la atención en emergencias es deficiente las veces que entré he logrado  pasan el tiempo sobre todo los doctores especialistas y no atienden de manera oportuna aunque exista espacio y personal libre en derivaciones,"Emergency attention is deficient as many times that I entered I have achieved time, especially specialist doctors and do not attend timely even if there is free space and free personal space"
pésima atención en emergencia dejan a los pacientes esperando horas  para luego decir que eso no ño atienden ahí una pena que de nuestro aporte salgan los sueldos de personas que no tienen vocación  con cero empatia por los pacientes,Last emergency attention leave patients waiting for hours and then say that this does not attend there a penalty that our contribution comes out of people who have no vocation with zero empathy for patients
pésima atención asistimos con mi esposo que es paciente renal con fiebre dolor de pecho tos escalofríos y no nos quisieron atender según porque saturamos bien llegamos al batán luego de una hora de espera nos atendieron diciendo que,Lousy attention we attend with my husband who is renal patient with fever chest pain chill
pésima atención lleve a mi niña de 4 meses y mi niño 4 años con dolor y diarrea  no tenían fiebre no los atendieron después de 6 horas me dicen que no es emergencia porque no tienen fiebre que espere 24 horas me fui de hay sin atención,Last attention take my 4 -month -old girl and my boy 4 years with pain and diarrhea had no fever did not attend to them after 6 hours they tell me that it is not an emergency because they have no fever that I expect 24 hours I left there is no attention
"mala experiencia quería un certificado médico para presentar en el trabajo porque tengo síntomas de covid pero esperé 1 hora para que solo me tomen los signos vitales y me digan que me vaya al batán o cotocollao
solo quería un certificado para el trabajo por dios","Bad experience I wanted a medical certificate to present at work because I have Covid symptoms but I waited 1 hour for only vital signs to take me and tell me to go to the batan or cocollao
I just wanted a certificate for work for God"
fue decepcionante ayer martes desde la 1320 ingrese a mi hijo recién al triage 1630 y me quedé hasta las 1900 porque  que solo hay un solo médico y muchos niños con tanta dolencia que no fueron atendidos mi hijo fue con,It was disappointing yesterday Tuesday from the 1320
la atención del personal médico es muy buena lamentablemente el servicio de asesores falla frecuentemente lo que causa malestar principalmente en adultos mayores que requieren consulta externa,The attention of medical staff is very good unfortunately the advisory service frequently fails what causes discomfort in older adults that require external consultation
pésima atención llegué a las 6pm de la tarde son las 3am de la madrugada y sigo esperando atención,Last attention I arrived at 6pm in the afternoon are 3am in the morning and I'm still waiting for attention
son inhumanos se tanto tiempo aportando mi madre para que le manden paracetamol y ni siquiera realizan una adecuada valoración de los pacientes ahora mi madre está internada en otra casa de salud particular ya que el dicho seguro social casi me deja morir,They are inhumanos so much time contributing my mother to send her paracetamol and do not even make an adequate assessment of the patients now my mother is admitted to another particular health house since the Social Security said almost let me die
muy buena atención,excellent atention
mala atención al público en el departamento que recibe los certificados médicos para ser legalizados los dos señores de ahí tratan a la gente con nada de respeto estuve ahí y el uno le grito a una señora no le recibió el documento y la trató mal son servidores públicos y se deben a los usuarios,Bad attention to the public in the department that receives the medical certificates to be legalized the two lords from there treat people with any respect were there and the one shouted to a lady did not receive the document and treated it badly are public servantsand are due to users
son los mejores profesionales especialmente en emergencias actúan rápido  se debe fui bendecida al haber llegado allá cuando lo necesite  allí me salvaron la vida,"They are the best professionals especially in emergencies act quickly, I had to blessed having come there when I need it there saved my life"
los doctores jóvenes que ni saben los protocolos las señoritas de admisión que no saben lo que es una emergencia y creen que tienen más poder que los doctores más practicantes que médicosun relajo todos por todo lado y después el covid es porque se sale a la callevergüenza,The young doctors who do not even know the protocols the admission ladies who do not know what an emergency is and believe that they have more power than the most practitioners than doctors a relaxation all everywhere and then the covid is because it goes out to the street Vergüenza
buenos días nuevamente cambio  anterior ya que fui atendida telefónicamente entendiendo que tienen un número excesivo de llamadas y lógicamente es  también me fue posible arreglar cambio cita médica por lo que agradezco enormemente y felicito su pronta atención,"Good morning again previous change since I was attended by telephone understanding that they have an excessive number of calls and logically it was also possible to fix a medical appointment, so I greatly appreciate and congratulate their prompt attention"
pésima atención en información imagen lo peor de lo peor y urología no saben tratar a sus pacientes son groseros y groseras especialmente con adultos mayores,Step Information Attention Image The worst of the worst and urology do not know how to treat their patients are rude especially with older adults
si pudiera calificar a este centro de salud hablando por pediatría la calificación de este sería de 0 las demás areas serían de una a maximo dos estrellas los dispensarios del ministerio de salud pública son un lujo el mejor de todos,If I could qualify this health center speaking by pediatrics the qualification of this would be 0 The other areas would be one to maximum two stars The dispensaries of the Ministry of Public Health are a luxury the best of all of all
"los doctoresdoctoraslicenciadasalgunas enfermeras y  amables
pero los señores guardias totalmente cerrados y no entienden razones ni se toman","The Docrators of Considered Nurses and friendly
But the guards totally closed and do not understand reasons or take"
estamos en emergencia con mi familiar angela maria ruiz alcivar en este momento y esta que se muere del dolor porque parece que tiene apendicitis y estos del iess nada que nos atienden estamos en el san francisco y resulta que nos tienen a,We are emergency with my family Angela Maria Ruiz Alcivar at this time and this one who dies of pain because it seems that he has appendicitis and these of the IESS that they serve us are in San Francisco and it turns out that they have us
es muy triste e indignante lo que voy a contar de este centro de salud mi madre fue ingresada por emergencia la madrugada del 8 de agosto sobre las dos de la mañana a lo cual ella llega con un fuerte dolor de estómago pero las personas,It is very sad and outrageous what I am going to tell of this health center my mother was admitted by emergency at dawn on August 8 about two in the morning to which she arrives with a strong stomach pain but people but people
"indignante
son las 11 de la noche y mi abuelita a punto de tener un infarto nos ingresan a una sala para hacerle un electrocardiograma llega un medico y por preguntar si","outrageous
It's 11 at night and my grandmother about to have a heart"
los ascensores no sirven y se necesitan para traslado de pacientes que no pueden subir gradas por reciente cirugía,The elevators do not serve and are needed to transfer patients who cannot rise in recent surgery
la atención es buena dentro de lo q cabe los médicos hacen su mejor esfuerzo pero la gente cree q siempre tiene prioridad,Attention is good within what doctors do their best but people believe that it always has priority
por emergencia desde las 11am y siendo las 1520 aún no somos atendidos hospital de la muerte,By emergency from 11am and being 1520 we are not yet attended Hospital de la Muerte
ayer esta un paciente muy grave y no le dan ingreso al hospital esta con peritonitis es un joven con ganas de vivir pero el hospital lo tiene afuera por mas que le dieron el tralado pido un poquito de solidaridad que lo ingresen a una cama hospital san fransisco de quito,"Yesterday is a very serious patient and they do not give admission to the hospital this with peritonitis is a young man wanting to live but the hospital has it out no matter how much they gave him the tralado, I ask for a little solidarity that enters a bed San Fransisco hospitalQuito"
"excelente atención  médicos muy profesionales y sobre todomuy humamos 
mucho aseola sugerencia que tengo es una cafeteríael espacio está allíademas muy linda vistapero no hay servicio","Excellent attention very professional doctors and about all we humble
a lot"
emergencia del hospital atención rápida y amable las escualidades se demoran un poco en atender pero solucionan los problemas de manera eficiente,Hospital emergency fast and friendly care the shades are delayed to address but solve the problems efficiently
a pesar de las filas de espera para mis turnos la atención es excelente y tiene los insumos necesarios,"Despite the waiting ranks for my shifts, the attention is excellent and has the necessary inputs"
me envian al batan o cotocollao sabiendo q estan cerradas las vias por carrera de bicicletas,They send me to Batan or Cotocollao knowing that the roads are closed by bicycle race
ubicacion erronea en el mapa aparece en calle junin   el hospital san francisco del iess es en la av jaime roldos sector carcelen,Location Erronea on the map appears on Junin Street the San Francisco del IESS hospital is at the Jaime Roldos Av Sector Carcelen
pésima atención largas colas,Lounting attention long lines
nadie contesta los telefonos del hospital  es increible la falta de entrega del personal  necesito informacion urgente ya voy una hora de llamada y nadie contesta,No one answers the hospital phones is incredible the lack of staff delivery I need urgent information and I am going an hour of call and nobody answers
pésimo servicio en todo sentido guardias patanes e irrespetuosos salas y habitaciones sucias y médicos que parece que les apesta la vida,Lousimo service in every way guards paws and disrespectful rooms and dirty rooms and doctors who seem to get their lives
buenas noches por favor de ibarra viaja una paciente de urgencia es afiliada al iess si esta el hospital en condiciones de recibirla,Good night please Ibarra travels an emergency patient is affiliated with IESS if the hospital is in conditions to receive it
está bastante bien provisto para sus especialidades brinda una buena atención los empleados son amables y el lugar está bien mantenido en ambiente y limpieza,"It is quite well provided for your specialties, it provides good attention. Employees are friendly and the place is well maintained in environment and cleanliness"
para mi el peor hospitao con pesima atencion,For me the worst hospitaus
la atención médica es aceptable si estas asegurado pero la atención es lenta y no te suelen atender rapido,Medical care is acceptable if you are insured but the attention is slow and they do not usually serve you quickly
en este hospital le atenderán en emergencias señores guardias de seguridad porque médicos no hay pésima atenciónpésimo servicio,In this hospital they will serve you in emergencies Safety guards because doctors there is no bad careful service
si es buena la atención solo lo hay medicinas,"If attention is good, there are only medicines"
toda la tarde gastando saldo para pedir una cita y nunca me contestaron lamentable,All afternoon spending balance to ask for an appointment and they never answered me unfortunate
pésimo servicio llegan casos graves y no son capaces de atender con eficacia,Lousimo service arrive serious cases and are not able to serve effectively
rapida atencion  en las mañanas antes de las horas  e inmediata respuesta,Fast attention in the morning before the hours and immediate response
terrible voy desde las 12 y les seleccionan a los pacientes x código d color o x parentesco de alguien q trabaje adentro sigo esperando la atención q merecemos todos los ecuatorianos,Terrible I go from 12 and select the patients x code D color or x kinship of someone who works inside I still expect the attention that we deserve all Ecuadorians
las instalaciones son muy bonitas sin embargo la atención no es 5 estrellas,The facilities are very beautiful however the attention is not 5 stars
una de las mejores obras del iess  felicitaciones a la jefe,One of the best IESS works congratulations to the boss
"pesimo pesimo el servicio
mala informacion por un certificado no disen ni quien da ya voy 3 horas solo esperando el certificado y no puedo retirarme a descansar","Pesimo pesimo the service
Bad information for a certificate does not say or who gives I go 3 hours just waiting for the certificate and I can not retire to rest"
el asco de atención telefónicacuelgan y dejan sin atención uno hay que prepararse con 10 de saldo mínimo para llamar a estos ineptos,The disgust of telephone attention
10 horas para poder ser atendido,10 hours to be treated
excelente hospital tiene una buena atención y un control estricto del covid,Excellent hospital has good attention and strict covid control
un hospital  la atención ha mejorado mucho en este 2018 en el exterior hace falta lugares de parqueo,A hospital care has improved a lot in 2018 abroad
tuve una cirugia,I had a surgery
"pésima atención y servicio deplorable
sin sistema y nada de información para el usuario","bad attention and deplorable service
No system and no information for the user"
el lugar es nuevo el  siempre es la atención hay que llegar con un cuchillo clavado en el pecho para que te atiendanme refiero a emergencias,"The place is new, always is the attention you have to get with a knife nailed to the chest so that they serve me I refer to emergencies"
hay que esperar mucho tiempo para que le atiendan en una emergencia,You have to wait a long time for them to serve you in an emergency
buena atención y hay buenos profesionales,Good attention and there are good professionals
la peor atención y los doctores pésimos,The worst attention and bad doctors
realmente pésimo uno llama alzan el teléfono y cuelgan creo que las personas que trabajan contestando no son lo suficientemente capacitados,Really lousy one calls the phone and hang I think that the people who work answering are not trained enough
buenas tardes quisiera saber si estan cogiendo personal para limpieza y donde hay que dejar la carpeta gracias,Good afternoon I would like to know if they are taking cleaning staff and where you have to leave the folder thanks
estuve desde las 9 pm hasta el otro día y no me atendieron que malos no me gusta,I was from 9 pm to the other day and they didn't attend to me that I don't like
pésima atención por parte de enfermería en cuidados,Stepid attention from nursing in care
buena atención del personal  gente,good care of people people
hospital limpio con excelentes profesionales,Clean hospital with excellent professionals
ola juan pablo si tu tienes ami mamá porfavor dime donde esta,wave Juan Pablo if you have my mother please tell me where she is
desde el ingreso pésima imágen los guardias son unos altaneros,From the lousy entry the guards are discharges
nuevo hospital muy higiénico y buen personal,New very hygienic hospital and good staff
estoy desde las 7am asta ahorira y no me atienden 1 pm,I'm from 7am until now and they don't serve 1 pm
muy buena atencion  super buenos los doctores,Very good attention super good doctors
muy bueno y basil,Very good and basil
muy buenos,very good
exigen que los acompañantes pasen la noche con los pacientes en una silla no es justo,They demand that companions spend the night with patients in a chair is not fair
falta prestarle atencion al servicio,We need to pay attention to the service
la amabilidad y la atención hacia el usuario muy agradecido,The kindness and attention to the user very grateful
muy lenta la atencio,very slow attention
es buen hospital,It is a good hospital
además de ser médicos son tambien amigos de los pacientes,"In addition to being doctors, they are also friends with patients"
exelente muy buena atención,excellent very good attention
si me gusta está perfecta,If I like it is perfect
la atención es muy buena,The attention is very good
una pena q no este a la mano la direccion muy mal,a pity that the address is not at hand very badly
los hospitales del iess son los mas modernos del país,IESS hospitals are the most modern in the country
lo mejor en atenciónel iess y sus nuevos hospitales,The best in attention the IESS and its new hospitals
muy bien,very good
ya estoy aquí por dos ocasiones es bueno,I'm here for two occasions is good
buena atención de médicos y personal,Good care of doctors and personnel
esa no es la dirección está mal el mapa,That is not the address is bad the map
muy grande,very big
buenos profesionales de la salud,Good health professionals
atención cálida y profesional,Warm and professional attention
muy divertido,very funny
atendimiento muy demorado,very delayed attendance
muy bnbn gracias,very bnbn thanks
la atención es mala no la,Attention is bad not
bien,good
hospital con excelente servicio,Hospital with excellent service
una excelente atención,Excellent attention
excelentes profesionales,Excellent professionals
negligencias medicas,Medical negligence
atención rápida,Fast attention
citas médicas,Medical quotes
porque no les interesa el estado de las personas deben estar cansados de lidiar con lo mismo que se han vuelto insensibles,because they are not interested in the state of people must be tired of dealing with the same thing that have become insensitive
la atencion excelente,Excellent attention
buen hospital muy limpio la gente es acogedora,Good very clean hospital people are cozy
con la norma,With the norm
normal,normal
hospital de seguridad social,Social Security Hospital
pesimo servicio en el área de derivación de fisioterapia llegó con más de 30 hora antes para podet pasar a la cita y la chica se demora en verificar los turnos  adicional si no tienes padrinos no te dan turno pésimo  incluso cuando estuve esperando una enfermera le pidio que le ingrese un turno a un paciente,Pesimo service in the physiotherapy derivation area arrived more than 30 hour before to beA patient's shift enters
"no hay suficientes ascensores y los mismos son muy pequeños no todo el personal es amable de repente les hace falta un curso de relaciones humanas
preguntar bien porque si se puede ingresar con vehículo para personas con  lo malo es que suele estar lleno el parqueadero","There are not enough elevators and they are very small not all personnel are kindly need a course of human relations
Ask well why if you can enter with vehicle for people with the bad is that the parking lot is usually full"
"estuve esperando más de 1y30 de la cita que tenia y debido a eso no pude asistir a otros aventos que tenia
es muy bonito solo que la atención es muy tardada","I was waiting for more than 1y30 from the appointment I had and because of that I could not attend other elders I had
It is very nice only that the attention is very late"
no me llaman hasta ahora para darme la derivacion desde el 28 de febrero llevo esperando para una endoscopia y colonoscopia urgente que me derivo la gastroenteorologa de biodilab llamo y no responden ningun telefono terrible atencion y servicio,They do not call me so far to give me the derivation since February 28 I have been waiting for an urgent endoscopy and colonoscopy that derives the gastroenterastic of Biodilab called and do not respond to any terrible phone and service phone
el chiste de la sala derivaciones es un espacio para estar calentando el puesto se espera meses para tomar un turno en especialidad la gente que trabaja  ineficiente recibiendo el sueldo de gratis terrible la situación de ese intento de hospital,The Jack of the Derivations room is a space to be heating the position is expected months to take a turn in specialty the people who work inefficiently receiving the salary of terrible free the situation of that hospital attempt
